transaction_id,invoice_id,customer_id,customer_name,store_id,erp_transaction_date,erp_amount,gateway_transaction_id,gateway,payment_transaction_date,payment_amount,payment_difference,bank_transaction_date,bank_amount,bank_difference,bank_status,date_difference_days,entity_match_score,entity_match_confidence,reconciliation_status,amount_z_score,amount_z_anomaly,amount_iqr_anomaly,isolation_forest_anomaly,isolation_forest_score,anomaly_methods_triggered,potential_anomaly,anomaly_status,known_exception,investigation_priority
TX0000011,INV0000011,CUST002837,Nikhil Das,STORE070,2026-08-14 00:00:00,63503.09,PG79885451,Gateway_B,2026-08-14 00:00:00,63503.09,0.0,2026-08-15 00:00:00,63503.09,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.330412570788335,False,False,False,0.12576144881286044,0,False,NORMAL_RANGE,False,NORMAL
TX0000012,INV0000012,CUST002986,Nikhil Singh,STORE080,2026-08-21 00:00:00,38090.0,PG20108719,Gateway_C,2026-08-21 00:00:00,38090.0,0.0,2026-08-21 00:00:00,38090.0,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.4935247357790293,False,False,False,0.11567910585868912,0,False,NORMAL_RANGE,False,NORMAL
TX0000013,INV0000013,CUST002083,Rohan Joshi,STORE233,2026-08-15 00:00:00,34621.38,PG90469798,Gateway_A,2026-08-15 00:00:00,34621.38,0.0,2026-08-15 00:00:00,34621.38,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.6059835284841153,False,False,False,0.11968543728396469,0,False,NORMAL_RANGE,False,NORMAL
TX0000014,INV0000014,CUST004942,Kavya Nair,STORE096,2026-08-08 00:00:00,99573.68,PG45305453,Gateway_B,2026-08-08 00:00:00,99573.68,0.0,2026-08-08 00:00:00,99573.68,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.499884869154874,False,False,False,0.06806092760326704,0,False,NORMAL_RANGE,False,NORMAL
TX0000015,INV0000015,CUST008405,Priya Reddy,STORE176,2026-08-14 00:00:00,76274.22,PG81924338,Gateway_A,2026-08-16 00:00:00,76274.22,0.0,2026-08-14 00:00:00,76274.22,0.0,SETTLED,2.0,100.0,HIGH_CONFIDENCE,DATE_MISMATCH,0.7444751839542928,False,False,True,-0.006596785474349276,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000016,INV0000016,CUST001043,Karan Rao,STORE080,2026-08-26 00:00:00,59880.64,PG98810853,Gateway_A,2026-08-26 00:00:00,59880.64,0.0,2026-08-26 00:00:00,59880.64,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.21296633752134753,False,False,False,0.12376424678535175,0,False,NORMAL_RANGE,False,NORMAL
TX0000017,INV0000017,CUST002294,Pooja Mishra,STORE192,2026-08-27 00:00:00,82858.74,PG68092443,Gateway_C,2026-08-27 00:00:00,82858.74,0.0,2026-08-27 00:00:00,82858.74,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.9579569633773753,False,False,False,0.11270772967810477,0,False,NORMAL_RANGE,False,NORMAL
TX0000018,INV0000018,CUST006089,Nikhil Verma,STORE234,2026-08-17 00:00:00,46071.1,PG83134661,Gateway_C,2026-08-17 00:00:00,46071.1,0.0,2026-08-17 00:00:00,46071.1,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.23476336368910278,False,False,False,0.11742005137188632,0,False,NORMAL_RANGE,False,NORMAL
TX0000019,INV0000019,CUST004939,Amit Reddy,STORE128,2026-08-08 00:00:00,71020.67,PG78407847,Gateway_B,2026-08-08 00:00:00,71020.67,0.0,2026-08-09 00:00:00,71020.67,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.5741458050036425,False,False,False,0.11398447984166943,0,False,NORMAL_RANGE,False,NORMAL
TX0000020,INV0000020,CUST001230,Ananya Kapoor,STORE054,2026-08-10 00:00:00,108459.91,PG41523412,Gateway_C,2026-08-10 00:00:00,108459.91,0.0,2026-08-11 00:00:00,108459.91,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.7879921560585177,False,False,True,-0.011164503479976107,1,True,POTENTIAL_ANOMALY,False,MEDIUM
TX0000021,INV0000021,CUST001377,Rohan Gupta,STORE215,2026-08-22 00:00:00,62791.25,PG57566786,Gateway_C,2026-08-22 00:00:00,62791.25,0.0,2026-08-22 00:00:00,61128.98,1662.27,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.30733345949935326,False,False,False,0.09272001762026633,0,False,NORMAL_RANGE,False,NORMAL
TX0000022,INV0000022,CUST005159,Pooja Joshi,STORE221,2026-08-21 00:00:00,32072.81,PG18254256,Gateway_C,2026-08-21 00:00:00,32072.81,0.0,2026-08-22 00:00:00,32072.81,0.0,SETTLED,0.0,83.64,MEDIUM_CONFIDENCE,MATCHED,-0.6886126735978494,False,False,False,0.04319885415884228,0,False,NORMAL_RANGE,False,NORMAL
TX0000023,INV0000023,CUST004877,Amit Kumar,STORE248,2026-08-30 00:00:00,52745.44,PG89809790,Gateway_C,2026-08-30 00:00:00,52745.44,0.0,2026-08-30 00:00:00,52745.44,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.01836946106982954,False,False,False,0.12171664544159272,0,False,NORMAL_RANGE,False,NORMAL
TX0000024,INV0000024,CUST001049,Meera Reddy,STORE060,2026-08-29 00:00:00,91489.32,PG11774510,Gateway_B,2026-08-29 00:00:00,91489.32,0.0,2026-08-30 00:00:00,91489.32,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.2377756253076706,False,False,False,0.1024256574978123,0,False,NORMAL_RANGE,False,NORMAL
TX0000025,INV0000025,CUST001349,Priya Mishra,STORE068,2026-08-11 00:00:00,55881.2,PG25357455,Gateway_A,2026-08-11 00:00:00,55881.2,0.0,2026-08-11 00:00:00,55881.2,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.0832974219594154,False,False,False,0.12208067879992185,0,False,NORMAL_RANGE,False,NORMAL
TX0000026,INV0000026,CUST002008,Karan Kapoor,STORE035,2026-08-10 00:00:00,9431.78,PG81710775,Gateway_C,2026-08-10 00:00:00,9431.78,0.0,2026-08-12 00:00:00,9431.78,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.4226748941350174,False,False,False,0.08372181269275691,0,False,NORMAL_RANGE,False,NORMAL
TX0000027,INV0000027,CUST005257,Ananya Reddy,STORE131,2026-08-09 00:00:00,44853.15,PG63925308,Gateway_A,2026-08-09 00:00:00,44853.15,0.0,2026-08-11 00:00:00,44853.15,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.2742514559491829,False,False,False,0.11603256687510899,0,False,NORMAL_RANGE,False,NORMAL
TX0000028,INV0000028,CUST000040,Nikhil Sharma,STORE228,2026-08-28 00:00:00,4356.47,PG84142785,Gateway_B,2026-08-28 00:00:00,4356.47,0.0,2026-08-29 00:00:00,4356.47,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.5872254171683993,False,False,False,0.05891171437248083,0,False,NORMAL_RANGE,False,NORMAL
TX0000029,INV0000029,CUST000313,Arjun Mehta,STORE105,2026-08-29 00:00:00,19966.98,PG28342551,Gateway_A,2026-08-29 00:00:00,19966.98,0.0,2026-08-31 00:00:00,19966.98,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.0811050845546595,False,False,False,0.10855796883941965,0,False,NORMAL_RANGE,False,NORMAL
TX0000030,INV0000030,CUST007620,Vikram Kapoor,STORE069,2026-08-01 00:00:00,39177.78,PG70834573,Gateway_B,2026-08-01 00:00:00,39177.78,0.0,2026-08-03 00:00:00,39177.78,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.45825698505143786,False,False,False,0.11906997764328636,0,False,NORMAL_RANGE,False,NORMAL
TX0000031,INV0000031,CUST001496,Aditya Das,STORE096,2026-08-06 00:00:00,90393.24,PG59190960,Gateway_B,2026-08-06 00:00:00,90393.24,0.0,2026-08-07 00:00:00,90393.24,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.2022387739061937,False,False,False,0.10345589398312122,0,False,NORMAL_RANGE,False,NORMAL
TX0000032,INV0000032,CUST005913,Neha Singh,STORE167,2026-08-31 00:00:00,47731.81,PG66297047,Gateway_A,2026-08-31 00:00:00,47731.81,0.0,2026-09-01 00:00:00,47731.81,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.18092020945679624,False,False,False,0.12141467350886742,0,False,NORMAL_RANGE,False,NORMAL
TX0000033,INV0000033,CUST008748,Vikram Mehta,STORE248,2026-08-19 00:00:00,87895.63,PG81592480,Gateway_A,2026-08-19 00:00:00,59417.62,28478.01,2026-08-19 00:00:00,87895.63,-28478.01,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,PARTIAL_PAYMENT,1.1212618420865796,False,False,True,-0.19194166093910647,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000034,INV0000034,CUST005470,Priya Iyer,STORE024,2026-08-24 00:00:00,104956.73,PG81145792,Gateway_A,2026-08-24 00:00:00,104956.73,0.0,2026-08-25 00:00:00,104956.73,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.6744128670534943,False,False,False,0.040747235398706894,0,False,NORMAL_RANGE,False,NORMAL
TX0000035,INV0000035,CUST007411,Priya Reddy,STORE132,2026-08-09 00:00:00,40324.54,PG70481778,Gateway_C,2026-08-09 00:00:00,40324.54,0.0,2026-08-09 00:00:00,40324.54,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.42107699845086344,False,False,False,0.11750481510510535,0,False,NORMAL_RANGE,False,NORMAL
TX0000036,INV0000036,CUST004209,Arjun Das,STORE107,2026-08-18 00:00:00,1612.85,PG92432631,Gateway_B,2026-08-18 00:00:00,1612.85,0.0,2026-08-18 00:00:00,1612.85,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.6761784281184393,False,False,False,0.022411774449421162,0,False,NORMAL_RANGE,False,NORMAL
TX0000037,INV0000037,CUST001245,Vikram Sharma,STORE124,2026-08-19 00:00:00,98291.4,PG31529950,Gateway_C,2026-08-19 00:00:00,98291.4,0.0,2026-08-21 00:00:00,98291.4,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.4583110845633427,False,False,False,0.07578145592644603,0,False,NORMAL_RANGE,False,NORMAL
TX0000038,INV0000038,CUST003638,Arjun Iyer,STORE053,2026-08-19 00:00:00,40201.3,PG65332480,Gateway_C,2026-08-19 00:00:00,23820.78,16380.52,2026-08-19 00:00:00,40201.3,-16380.52,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,PARTIAL_PAYMENT,-0.42507265713154174,False,False,True,-0.1623809682810612,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000039,INV0000039,CUST003782,Meera Reddy,STORE236,2026-08-04 00:00:00,44218.1,PG76005961,Gateway_C,2026-08-04 00:00:00,44218.1,0.0,2026-08-06 00:00:00,44218.1,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.29484089967820626,False,False,False,0.11779744932917341,0,False,NORMAL_RANGE,False,NORMAL
TX0000040,INV0000040,CUST009916,Pooja Sharma,STORE084,2026-08-04 00:00:00,30073.94,,,,0.0,0.0,,0.0,0.0,MISSING_SETTLEMENT,0.0,0.0,NO_MATCH,MISSING_PAYMENT,-0.7534195728760682,False,False,True,-0.1407505196353558,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000041,INV0000041,CUST002354,Nikhil Kapoor,STORE243,2026-08-14 00:00:00,14297.09,PG26188572,Gateway_A,2026-08-14 00:00:00,14297.09,0.0,2026-08-14 00:00:00,14297.09,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.2649329423686142,False,False,False,0.09899520414718427,0,False,NORMAL_RANGE,False,NORMAL
TX0000042,INV0000042,CUST002458,Amit Mishra,STORE170,2026-08-04 00:00:00,45926.07,PG27473985,Gateway_C,2026-08-04 00:00:00,45926.07,0.0,2026-08-04 00:00:00,45926.07,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.23946549269315004,False,False,False,0.11885710320786469,0,False,NORMAL_RANGE,False,NORMAL
TX0000043,INV0000043,CUST008432,Ananya Mishra,STORE051,2026-08-26 00:00:00,88166.63,PG80305072,Gateway_B,2026-08-26 00:00:00,88166.63,0.0,2026-08-27 00:00:00,88166.63,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.130048141197776,False,False,False,0.10616036347206981,0,False,NORMAL_RANGE,False,NORMAL
TX0000044,INV0000044,CUST009968,Neha Gupta,STORE104,2026-08-23 00:00:00,44560.67,PG44001104,Gateway_B,2026-08-23 00:00:00,44560.67,0.0,2026-08-24 00:00:00,44560.67,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.28373417463568756,False,False,False,0.11839817092112842,0,False,NORMAL_RANGE,False,NORMAL
TX0000045,INV0000045,CUST000866,Aditya Gupta,STORE126,2026-08-03 00:00:00,15969.1,PG78621534,Gateway_C,2026-08-03 00:00:00,15969.1,0.0,2026-08-04 00:00:00,15969.1,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.2107234221586083,False,False,False,0.1027315125660695,0,False,NORMAL_RANGE,False,NORMAL
TX0000046,INV0000046,CUST006313,Meera Kumar,STORE081,2026-08-17 00:00:00,80552.4,PG45287945,Gateway_B,2026-08-17 00:00:00,90024.12,-9471.72,2026-08-18 00:00:00,80552.4,9471.72,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,OVERPAYMENT,0.8831813431112612,False,False,True,-0.11082658631865061,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000047,INV0000047,CUST004906,Pooja Rao,STORE049,2026-08-01 00:00:00,56364.08,PG94718201,Gateway_B,2026-08-01 00:00:00,56364.08,0.0,2026-08-01 00:00:00,56364.08,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.09895324526131426,False,False,False,0.1216292968739402,0,False,NORMAL_RANGE,False,NORMAL
TX0000048,INV0000048,CUST006126,Pooja Rao,STORE127,2026-08-13 00:00:00,85560.86,PG80469937,Gateway_B,2026-08-13 00:00:00,85560.86,0.0,2026-08-14 00:00:00,85560.86,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.0455644709579885,False,False,False,0.10976361895890213,0,False,NORMAL_RANGE,False,NORMAL
TX0000049,INV0000049,CUST009601,Amit Mishra,STORE166,2026-08-12 00:00:00,45045.48,PG26514128,Gateway_C,2026-08-12 00:00:00,45045.48,0.0,2026-08-13 00:00:00,45045.48,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.26801577732166837,False,False,False,0.11685672929364532,0,False,NORMAL_RANGE,False,NORMAL
TX0000050,INV0000050,CUST009973,Sneha Kapoor,STORE242,2026-08-20 00:00:00,104401.4,PG10397223,Gateway_A,2026-08-20 00:00:00,104401.4,0.0,2026-08-20 00:00:00,104401.4,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.656408086664488,False,False,False,0.044934764091733526,0,False,NORMAL_RANGE,False,NORMAL
TX0000051,INV0000051,CUST004174,Rohan Kumar,STORE162,2026-08-10 00:00:00,53438.51,PG74983729,Gateway_B,2026-08-10 00:00:00,53438.51,0.0,2026-08-10 00:00:00,53438.51,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.004101093634956183,False,False,False,0.12083852263705142,0,False,NORMAL_RANGE,False,NORMAL
TX0000052,INV0000052,CUST007498,Ananya Reddy,STORE077,2026-08-10 00:00:00,107251.38,PG54690440,Gateway_A,2026-08-10 00:00:00,107251.38,0.0,2026-08-11 00:00:00,107251.38,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.7488094768524134,False,False,False,0.0065361280450518255,0,False,NORMAL_RANGE,False,NORMAL
TX0000053,INV0000053,CUST007593,Neha Joshi,STORE072,2026-08-03 00:00:00,58622.19,PG93276170,Gateway_C,2026-08-03 00:00:00,58622.19,0.0,2026-08-03 00:00:00,58622.19,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.17216516365977866,False,False,False,0.121871502781015,0,False,NORMAL_RANGE,False,NORMAL
TX0000054,INV0000054,CUST000597,Karan Kumar,STORE040,2026-08-17 00:00:00,61799.76,PG20279170,Gateway_C,2026-08-17 00:00:00,61799.76,0.0,2026-08-17 00:00:00,61799.76,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.27518760080651133,False,False,False,0.12628550164219504,0,False,NORMAL_RANGE,False,NORMAL
TX0000055,INV0000055,CUST008437,Priya Singh,STORE031,2026-08-23 00:00:00,43213.65,PG83135479,Gateway_C,2026-08-23 00:00:00,43213.65,0.0,2026-08-24 00:00:00,43213.65,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.3274069444835246,False,False,False,0.1198058149189421,0,False,NORMAL_RANGE,False,NORMAL
TX0000056,INV0000056,CUST008413,Rahul Verma,STORE080,2026-08-02 00:00:00,42533.95,PG44722158,Gateway_C,2026-08-02 00:00:00,42533.95,0.0,2026-08-04 00:00:00,42533.95,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.3494440201509795,False,False,False,0.11822229681989599,0,False,NORMAL_RANGE,False,NORMAL
TX0000057,INV0000057,CUST007654,Nikhil Kumar,STORE169,2026-08-22 00:00:00,24335.21,PG50101587,Gateway_C,2026-08-22 00:00:00,24335.21,0.0,2026-08-24 00:00:00,24335.21,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.9394793451948744,False,False,False,0.11391958222363185,0,False,NORMAL_RANGE,False,NORMAL
TX0000058,INV0000058,CUST008019,Sneha Mishra,STORE088,2026-08-18 00:00:00,9284.59,PG60365034,Gateway_B,2026-08-16 00:00:00,9284.59,0.0,2026-08-18 00:00:00,9284.59,0.0,SETTLED,-2.0,100.0,HIGH_CONFIDENCE,DATE_MISMATCH,-1.4274470541578108,False,False,True,-0.0374228650149232,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000059,INV0000059,CUST006677,Kavya Kapoor,STORE061,2026-08-06 00:00:00,10876.28,PG17115862,Gateway_C,2026-08-06 00:00:00,10876.28,0.0,2026-08-07 00:00:00,10876.28,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.3758416503485844,False,False,False,0.0887170142569415,0,False,NORMAL_RANGE,False,NORMAL
TX0000060,INV0000060,CUST004238,Sneha Verma,STORE111,2026-08-29 00:00:00,7563.59,PG14922124,Gateway_B,2026-08-29 00:00:00,8085.51,-521.92,2026-08-30 00:00:00,7563.59,521.92,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,OVERPAYMENT,-1.483244916779099,False,False,True,-0.015370952281100081,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000061,INV0000061,CUST000096,Arjun Nair,STORE166,2026-08-05 00:00:00,92752.67,PG74476645,Gateway_C,2026-08-05 00:00:00,83893.13,8859.54,2026-08-06 00:00:00,92752.67,-8859.54,SETTLED,0.0,80.0,MEDIUM_CONFIDENCE,PARTIAL_PAYMENT,1.2787356658321354,False,False,True,-0.10350557685950212,1,True,POTENTIAL_ANOMALY,True,HIGH
TX0000062,INV0000062,CUST004997,Meera Rao,STORE165,2026-08-23 00:00:00,63328.51,PG26104782,Gateway_B,2026-08-23 00:00:00,63328.51,0.0,2026-08-23 00:00:00,63328.51,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.3247523785417202,False,False,False,0.12681864451544383,0,False,NORMAL_RANGE,False,NORMAL
TX0000063,INV0000063,CUST001066,Nikhil Verma,STORE164,2026-08-18 00:00:00,55686.09,PG93441739,Gateway_B,2026-08-18 00:00:00,55686.09,0.0,2026-08-20 00:00:00,55686.09,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.07697161081703331,False,False,False,0.12227434643695534,0,False,NORMAL_RANGE,False,NORMAL
TX0000064,INV0000064,CUST004020,Nikhil Kumar,STORE168,2026-08-04 00:00:00,88687.35,PG55129895,Gateway_A,2026-08-04 00:00:00,88687.35,0.0,2026-08-05 00:00:00,88687.35,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.1469308041984485,False,False,False,0.10434407763104275,0,False,NORMAL_RANGE,False,NORMAL
TX0000065,INV0000065,CUST009892,Arjun Sharma,STORE153,2026-08-01 00:00:00,21764.25,PG46548798,Gateway_C,2026-08-01 00:00:00,21764.25,0.0,2026-08-02 00:00:00,21764.25,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.0228344136927403,False,False,False,0.11145570460350812,0,False,NORMAL_RANGE,False,NORMAL
TX0000066,INV0000066,CUST001162,Priya Singh,STORE139,2026-08-11 00:00:00,78329.55,PG91809931,Gateway_A,2026-08-11 00:00:00,78329.55,0.0,2026-08-13 00:00:00,78329.55,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.8111126162502907,False,False,False,0.11765005426849806,0,False,NORMAL_RANGE,False,NORMAL
TX0000067,INV0000067,CUST006042,Sneha Kapoor,STORE238,2026-08-31 00:00:00,88035.31,PG31322720,Gateway_C,2026-08-31 00:00:00,88035.31,0.0,2026-08-31 00:00:00,88035.31,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,1.1257905146321585,False,False,False,0.10669284884529145,0,False,NORMAL_RANGE,False,NORMAL
TX0000068,INV0000068,CUST009586,Amit Reddy,STORE039,2026-08-31 00:00:00,59519.83,PG79680245,Gateway_B,2026-08-31 00:00:00,59519.83,0.0,2026-08-31 00:00:00,59519.83,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,0.20126823943163988,False,False,False,0.12301707473558426,0,False,NORMAL_RANGE,False,NORMAL
TX0000069,INV0000069,CUST000208,Sneha Kumar,STORE188,2026-08-05 00:00:00,1341.83,PG54963915,Gateway_C,2026-08-05 00:00:00,1341.83,0.0,2026-08-06 00:00:00,1341.83,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-1.6849653756649945,False,False,False,0.015562881579807952,0,False,NORMAL_RANGE,False,NORMAL
TX0000070,INV0000070,CUST001706,Ananya Mehta,STORE059,2026-08-11 00:00:00,24760.51,PG36334864,Gateway_B,2026-08-11 00:00:00,24760.51,0.0,2026-08-11 00:00:00,24760.51,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.9256903672908454,False,False,False,0.11186979959132903,0,False,NORMAL_RANGE,False,NORMAL
TX0000071,INV0000071,CUST002985,Pooja Joshi,STORE076,2026-08-14 00:00:00,35901.63,PG94104064,Gateway_C,2026-08-14 00:00:00,35901.63,0.0,2026-08-15 00:00:00,35901.63,0.0,SETTLED,0.0,100.0,HIGH_CONFIDENCE,MATCHED,-0.564475560081498,False,False,False,0.12081156509971591,0,False,NORMAL_RANGE,False,NORMAL
