transaction_id,gateway_transaction_id,erp_customer_id,erp_customer_name,payment_customer_name,entity_match_score,entity_match_confidence,erp_amount,payment_amount
TX0000021,PG57566786,CUST001377,Rohan Gupta,Rohan Gupta,100.0,HIGH_CONFIDENCE,62791.25,62791.25
TX0000022,PG18254256,CUST005159,Pooja Joshi,Joshi Pooja,83.64,MEDIUM_CONFIDENCE,32072.81,32072.81
TX0000023,PG89809790,CUST004877,Amit Kumar,Amit Kumar,100.0,HIGH_CONFIDENCE,52745.44,52745.44
TX0000024,PG11774510,CUST001049,Meera Reddy,Meera Reddy,100.0,HIGH_CONFIDENCE,91489.32,91489.32
TX0000025,PG25357455,CUST001349,Priya Mishra,Priya Mishra,100.0,HIGH_CONFIDENCE,55881.2,55881.2
TX0000026,PG81710775,CUST002008,Karan Kapoor,Karan Kapoor,100.0,HIGH_CONFIDENCE,9431.78,9431.78
TX0000027,PG63925308,CUST005257,Ananya Reddy,Ananya Reddy,100.0,HIGH_CONFIDENCE,44853.15,44853.15
TX0000028,PG84142785,CUST000040,Nikhil Sharma,Nikhil Sharma,100.0,HIGH_CONFIDENCE,4356.47,4356.47
TX0000029,PG28342551,CUST000313,Arjun Mehta,Arjun Mehta,100.0,HIGH_CONFIDENCE,19966.98,19966.98
TX0000030,PG70834573,CUST007620,Vikram Kapoor,Vikram Kapoor,100.0,HIGH_CONFIDENCE,39177.78,39177.78
TX0000031,PG59190960,CUST001496,Aditya Das,Aditya Das,100.0,HIGH_CONFIDENCE,90393.24,90393.24
TX0000032,PG66297047,CUST005913,Neha Singh,Neha Singh,100.0,HIGH_CONFIDENCE,47731.81,47731.81
TX0000033,PG81592480,CUST008748,Vikram Mehta,Vikram Mehta,80.0,MEDIUM_CONFIDENCE,87895.63,59417.62
TX0000034,PG81145792,CUST005470,Priya Iyer,Priya Iyer,100.0,HIGH_CONFIDENCE,104956.73,104956.73
TX0000035,PG70481778,CUST007411,Priya Reddy,Priya Reddy,100.0,HIGH_CONFIDENCE,40324.54,40324.54
TX0000036,PG92432631,CUST004209,Arjun Das,Arjun Das,100.0,HIGH_CONFIDENCE,1612.85,1612.85
TX0000037,PG31529950,CUST001245,Vikram Sharma,Vikram Sharma,100.0,HIGH_CONFIDENCE,98291.4,98291.4
TX0000038,PG65332480,CUST003638,Arjun Iyer,Arjun Iyer,80.0,MEDIUM_CONFIDENCE,40201.3,23820.78
TX0000039,PG76005961,CUST003782,Meera Reddy,Meera Reddy,100.0,HIGH_CONFIDENCE,44218.1,44218.1
TX0000040,,CUST009916,Pooja Sharma,,0.0,NO_MATCH,30073.94,
TX0000041,PG26188572,CUST002354,Nikhil Kapoor,Nikhil Kapoor,100.0,HIGH_CONFIDENCE,14297.09,14297.09
TX0000042,PG27473985,CUST002458,Amit Mishra,Amit Mishra,100.0,HIGH_CONFIDENCE,45926.07,45926.07
TX0000043,PG80305072,CUST008432,Ananya Mishra,Ananya Mishra,100.0,HIGH_CONFIDENCE,88166.63,88166.63
TX0000044,PG44001104,CUST009968,Neha Gupta,Neha Gupta,100.0,HIGH_CONFIDENCE,44560.67,44560.67
TX0000045,PG78621534,CUST000866,Aditya Gupta,Aditya Gupta,100.0,HIGH_CONFIDENCE,15969.1,15969.1
TX0000046,PG45287945,CUST006313,Meera Kumar,Meera Kumar,80.0,MEDIUM_CONFIDENCE,80552.4,90024.12
TX0000047,PG94718201,CUST004906,Pooja Rao,Pooja Rao,100.0,HIGH_CONFIDENCE,56364.08,56364.08
TX0000048,PG80469937,CUST006126,Pooja Rao,Pooja Rao,100.0,HIGH_CONFIDENCE,85560.86,85560.86
TX0000049,PG26514128,CUST009601,Amit Mishra,Amit Mishra,100.0,HIGH_CONFIDENCE,45045.48,45045.48
TX0000050,PG10397223,CUST009973,Sneha Kapoor,Sneha Kapoor,100.0,HIGH_CONFIDENCE,104401.4,104401.4
TX0000051,PG74983729,CUST004174,Rohan Kumar,Rohan Kumar,100.0,HIGH_CONFIDENCE,53438.51,53438.51
TX0000052,PG54690440,CUST007498,Ananya Reddy,Ananya Reddy,100.0,HIGH_CONFIDENCE,107251.38,107251.38
TX0000053,PG93276170,CUST007593,Neha Joshi,Neha Joshi,100.0,HIGH_CONFIDENCE,58622.19,58622.19
TX0000054,PG20279170,CUST000597,Karan Kumar,Karan Kumar,100.0,HIGH_CONFIDENCE,61799.76,61799.76
TX0000055,PG83135479,CUST008437,Priya Singh,Priya Singh,100.0,HIGH_CONFIDENCE,43213.65,43213.65
TX0000056,PG44722158,CUST008413,Rahul Verma,Rahul Verma,100.0,HIGH_CONFIDENCE,42533.95,42533.95
TX0000057,PG50101587,CUST007654,Nikhil Kumar,Nikhil Kumar,100.0,HIGH_CONFIDENCE,24335.21,24335.21
TX0000058,PG60365034,CUST008019,Sneha Mishra,Sneha Mishra,100.0,HIGH_CONFIDENCE,9284.59,9284.59
TX0000059,PG17115862,CUST006677,Kavya Kapoor,Kavya Kapoor,100.0,HIGH_CONFIDENCE,10876.28,10876.28
TX0000060,PG14922124,CUST004238,Sneha Verma,Sneha Verma,80.0,MEDIUM_CONFIDENCE,7563.59,8085.51
TX0000061,PG74476645,CUST000096,Arjun Nair,Arjun Nair,80.0,MEDIUM_CONFIDENCE,92752.67,83893.13
TX0000062,PG26104782,CUST004997,Meera Rao,Meera Rao,100.0,HIGH_CONFIDENCE,63328.51,63328.51
TX0000063,PG93441739,CUST001066,Nikhil Verma,Nikhil Verma,100.0,HIGH_CONFIDENCE,55686.09,55686.09
TX0000064,PG55129895,CUST004020,Nikhil Kumar,Nikhil Kumar,100.0,HIGH_CONFIDENCE,88687.35,88687.35
TX0000065,PG46548798,CUST009892,Arjun Sharma,Arjun Sharma,100.0,HIGH_CONFIDENCE,21764.25,21764.25
TX0000066,PG91809931,CUST001162,Priya Singh,Priya Singh,100.0,HIGH_CONFIDENCE,78329.55,78329.55
TX0000067,PG31322720,CUST006042,Sneha Kapoor,Sneha Kapoor,100.0,HIGH_CONFIDENCE,88035.31,88035.31
TX0000068,PG79680245,CUST009586,Amit Reddy,Amit Reddy,100.0,HIGH_CONFIDENCE,59519.83,59519.83
TX0000069,PG54963915,CUST000208,Sneha Kumar,Sneha Kumar,100.0,HIGH_CONFIDENCE,1341.83,1341.83
TX0000070,PG36334864,CUST001706,Ananya Mehta,Ananya Mehta,100.0,HIGH_CONFIDENCE,24760.51,24760.51
TX0000071,PG94104064,CUST002985,Pooja Joshi,Pooja Joshi,100.0,HIGH_CONFIDENCE,35901.63,35901.63
TX0000072,PG91820628,CUST004536,Sneha Iyer,Sneha Iyer,100.0,HIGH_CONFIDENCE,12777.29,12777.29
TX0000073,PG16783895,CUST005075,Kavya Nair,Kavya Nair,100.0,HIGH_CONFIDENCE,59777.91,59777.91
TX0000074,PG79953928,CUST007906,Pooja Iyer,Pooja Iyer,100.0,HIGH_CONFIDENCE,64682.48,64682.48
TX0000075,PG90835037,CUST002349,Meera Kumar,Meera Kumar,100.0,HIGH_CONFIDENCE,20868.8,20868.8
TX0000076,PG54165253,CUST008232,Sneha Sharma,Sneha Sharma,100.0,HIGH_CONFIDENCE,5691.17,5691.17
TX0000077,PG46809922,CUST006139,Rahul Patel,Rahul Patel,100.0,HIGH_CONFIDENCE,20541.2,20541.2
TX0000078,PG91187775,CUST003224,Pooja Singh,Pooja Singh,100.0,HIGH_CONFIDENCE,53181.83,53181.83
TX0000079,PG61711569,CUST004580,Rohan Joshi,Rohan Joshi,100.0,HIGH_CONFIDENCE,44885.51,44885.51
TX0000080,PG95039987,CUST002597,Priya Reddy,Priya Reddy,100.0,HIGH_CONFIDENCE,69636.4,69636.4
TX0000081,PG78720294,CUST002657,Karan Gupta,Karan Gupta,100.0,HIGH_CONFIDENCE,30706.53,30706.53
TX0000082,PG36337293,CUST003770,Sneha Mishra,Sneha Mishra,100.0,HIGH_CONFIDENCE,55436.67,55436.67
TX0000083,PG62995190,CUST000080,Rahul Verma,Rahul Verma,100.0,HIGH_CONFIDENCE,16178.04,16178.04
TX0000084,PG14650309,CUST009252,Priya Patel,Priya Patel,100.0,HIGH_CONFIDENCE,16771.25,16771.25
TX0000085,PG76805916,CUST000252,Kavya Mishra,Kavya Mishra,100.0,HIGH_CONFIDENCE,103613.47,103613.47
TX0000086,PG28951057,CUST007055,Sneha Verma,Sneha Verma,100.0,HIGH_CONFIDENCE,67069.09,67069.09
TX0000087,PG77734051,CUST000770,Amit Kapoor,Amit Kapoor,100.0,HIGH_CONFIDENCE,17991.19,17991.19
TX0000088,PG33591082,CUST003706,Ananya Das,Ananya Das,100.0,HIGH_CONFIDENCE,33307.86,33307.86
TX0000089,PG25590794,CUST003945,Neha Nair,Neha Nair,100.0,HIGH_CONFIDENCE,11053.6,11053.6
TX0000090,PG11408198,CUST001177,Sneha Gupta,Sneha Gupta,100.0,HIGH_CONFIDENCE,78235.17,78235.17
TX0000091,PG10322226,CUST002529,Nikhil Kapoor,Nikhil Kapoor,80.0,MEDIUM_CONFIDENCE,101318.81,95128.35
TX0000092,PG84083892,CUST007785,Ananya Verma,Ananya Verma,100.0,HIGH_CONFIDENCE,62497.77,62497.77
TX0000093,PG25047987,CUST002969,Karan Iyer,Karan Iyer,100.0,HIGH_CONFIDENCE,17291.7,17291.7
TX0000094,PG72827164,CUST005858,Kavya Gupta,Kavya Gupta,100.0,HIGH_CONFIDENCE,84482.71,84482.71
TX0000095,PG16844691,CUST002879,Rohan Sharma,Rohan Sharma,100.0,HIGH_CONFIDENCE,114342.45,114342.45
TX0000096,PG97670903,CUST005652,Arjun Mishra,Arjun Mishra,100.0,HIGH_CONFIDENCE,46921.44,46921.44
TX0000097,PG18973597,CUST009758,Rahul Rao,Rahul Rao,100.0,HIGH_CONFIDENCE,28351.35,28351.35
TX0000098,PG82056929,CUST009820,Priya Rao,Priya Rao,100.0,HIGH_CONFIDENCE,77291.69,77291.69
TX0000099,PG17632622,CUST003722,Kavya Nair,Kavya Nair,100.0,HIGH_CONFIDENCE,18424.58,18424.58
TX0000100,PG24076678,CUST004611,Aditya Mehta,Aditya Mehta,80.0,MEDIUM_CONFIDENCE,3243.17,1757.79
TX0000101,PG22836457,CUST000316,Amit Gupta,Amit Gupta,100.0,HIGH_CONFIDENCE,80924.36,80924.36
TX0000102,PG95057342,CUST000904,Meera Iyer,Meera Iyer,100.0,HIGH_CONFIDENCE,77331.04,77331.04
TX0000103,PG61875750,CUST004591,Vikram Reddy,Vikram Reddy,100.0,HIGH_CONFIDENCE,103243.04,103243.04
TX0000104,PG27733207,CUST004861,Ananya Kumar,Ananya Kumar,100.0,HIGH_CONFIDENCE,107684.08,107684.08
TX0000105,PG37985318,CUST002487,Rohan Singh,Rohan Singh,100.0,HIGH_CONFIDENCE,50218.91,50218.91
TX0000106,PG77648713,CUST006339,Kavya Reddy,Kavya Reddy,100.0,HIGH_CONFIDENCE,59849.35,59849.35
TX0000107,PG74435131,CUST004165,Amit Verma,Amit Verma,100.0,HIGH_CONFIDENCE,50157.01,50157.01
TX0000108,PG92345293,CUST003487,Priya Reddy,Priya Reddy,100.0,HIGH_CONFIDENCE,96742.15,96742.15
TX0000109,PG46298800,CUST002674,Nikhil Joshi,Nikhil Joshi,100.0,HIGH_CONFIDENCE,2477.81,2477.81
TX0000110,PG98640592,CUST005258,Arjun Verma,Arjun Verma,100.0,HIGH_CONFIDENCE,5477.85,5477.85
TX0000111,PG57086513,CUST008370,Kavya Joshi,Kavya Joshi,100.0,HIGH_CONFIDENCE,57474.36,57474.36
TX0000112,PG63981455,CUST000460,Neha Joshi,Neha Joshi,100.0,HIGH_CONFIDENCE,34131.29,34131.29
TX0000113,PG35074192,CUST001293,Arjun Iyer,Arjun Iyer,100.0,HIGH_CONFIDENCE,27986.09,27986.09
TX0000114,PG34147220,CUST005608,Nikhil Kumar,Nikhil Kumar,100.0,HIGH_CONFIDENCE,49987.21,49987.21
TX0000115,PG43256819,CUST009702,Kavya Iyer,Kavya Iyer,100.0,HIGH_CONFIDENCE,49469.73,49469.73
TX0000116,PG91526370,CUST004388,Rohan Kumar,Rohan Kumar,100.0,HIGH_CONFIDENCE,84112.27,84112.27
TX0000117,PG46041601,CUST009358,Arjun Verma,Arjun Verma,100.0,HIGH_CONFIDENCE,28439.11,28439.11
TX0000118,PG95763192,CUST003866,Vikram Kumar,Vikram Kumar,100.0,HIGH_CONFIDENCE,8280.86,8280.86
TX0000119,PG45951184,CUST006967,Pooja Reddy,Pooja Reddy,100.0,HIGH_CONFIDENCE,26227.66,26227.66
TX0000120,PG44239867,CUST003079,Vikram Mehta,Vikram Mehta,100.0,HIGH_CONFIDENCE,12971.38,12971.38
TX0000121,PG61089124,CUST004479,Meera Verma,Meera Verma,100.0,HIGH_CONFIDENCE,35914.72,35914.72
TX0000122,PG90774601,CUST000294,Arjun Patel,Arjun Patel,100.0,HIGH_CONFIDENCE,7458.08,7458.08
TX0000123,PG82891200,CUST003234,Arjun Nair,Arjun Nair,100.0,HIGH_CONFIDENCE,67146.05,67146.05
TX0000124,PG21858713,CUST008936,Aditya Singh,Aditya Singh,100.0,HIGH_CONFIDENCE,29622.63,29622.63
TX0000125,PG12453314,CUST001756,Arjun Mehta,Arjun Mehta,100.0,HIGH_CONFIDENCE,52857.37,52857.37
TX0000126,PG81413141,CUST004516,Kavya Reddy,Kavya Reddy,100.0,HIGH_CONFIDENCE,76369.83,76369.83
TX0000127,PG28036113,CUST006533,Sneha Verma,Sneha Verma,80.0,MEDIUM_CONFIDENCE,106475.94,135608.58
TX0000128,PG58126741,CUST002906,Karan Iyer,Karan Iyer,100.0,HIGH_CONFIDENCE,59096.51,59096.51
TX0000129,PG83166235,CUST004361,Meera Iyer,Meera Iyer,100.0,HIGH_CONFIDENCE,66874.73,66874.73
TX0000130,PG60033600,CUST001189,Amit Singh,Amit Singh,100.0,HIGH_CONFIDENCE,103730.56,103730.56
TX0000131,PG93235254,CUST005815,Meera Mehta,Meera Mehta,100.0,HIGH_CONFIDENCE,83740.85,83740.85
TX0000132,PG72952589,CUST009319,Vikram Verma,Vikram Verma,100.0,HIGH_CONFIDENCE,92964.17,92964.17
TX0000133,PG88446233,CUST003746,Ananya Sharma,Ananya Sharma,100.0,HIGH_CONFIDENCE,55828.46,55828.46
TX0000134,PG25309569,CUST006671,Meera Mishra,Meera Mishra,100.0,HIGH_CONFIDENCE,80510.74,80510.74
TX0000135,PG51064965,CUST005192,Sneha Kumar,Sneha Kumar,100.0,HIGH_CONFIDENCE,89807.56,89807.56
TX0000136,PG69168420,CUST002261,Amit Singh,Amit Singh,100.0,HIGH_CONFIDENCE,103663.66,103663.66
TX0000137,PG98495545,CUST000633,Aditya Kumar,Aditya Kumar,100.0,HIGH_CONFIDENCE,54503.3,54503.3
TX0000138,PG46199120,CUST009876,Sneha Sharma,Sneha Sharma,100.0,HIGH_CONFIDENCE,74823.32,74823.32
TX0000139,PG18931544,CUST008037,Nikhil Das,Nikhil Das,100.0,HIGH_CONFIDENCE,70465.07,70465.07
TX0000140,PG49058645,CUST004841,Priya Reddy,Priya Reddy,100.0,HIGH_CONFIDENCE,99398.23,99398.23
TX0000141,PG29275934,CUST007639,Kavya Kumar,Kavya Kumar,100.0,HIGH_CONFIDENCE,94603.96,94603.96
TX0000142,PG66455809,CUST003702,Rohan Joshi,Rohan Joshi,100.0,HIGH_CONFIDENCE,1513.95,1513.95
TX0000143,PG35454494,CUST001718,Rahul Reddy,Rahul Reddy,80.0,MEDIUM_CONFIDENCE,87486.44,92277.66
TX0000144,PG99207061,CUST009571,Kavya Mehta,Kavya Mehta,100.0,HIGH_CONFIDENCE,40189.74,40189.74
TX0000145,PG41154580,CUST007311,Pooja Nair,Pooja Nair,100.0,HIGH_CONFIDENCE,90019.33,90019.33
TX0000146,PG59774746,CUST006098,Nikhil Singh,Nikhil Singh,100.0,HIGH_CONFIDENCE,101748.81,101748.81
TX0000147,PG59266872,CUST009981,Vikram Mishra,Vikram Mishra,100.0,HIGH_CONFIDENCE,15667.88,15667.88
TX0000148,PG48761124,CUST005132,Ananya Das,Ananya Das,100.0,HIGH_CONFIDENCE,74798.4,74798.4
TX0000149,PG95778087,CUST001814,Sneha Kumar,Sneha Kumar,80.0,MEDIUM_CONFIDENCE,101227.75,73099.81
TX0000150,PG67662428,CUST008222,Karan Mishra,Karan Mishra,100.0,HIGH_CONFIDENCE,40320.19,40320.19
TX0000151,PG58822621,CUST004362,Kavya Iyer,Kavya Iyer,100.0,HIGH_CONFIDENCE,32025.83,32025.83
TX0000152,PG46720882,CUST001667,Karan Kapoor,Karan Kapoor,100.0,HIGH_CONFIDENCE,91041.52,91041.52
TX0000153,PG82410175,CUST004608,Sneha Kapoor,Sneha Kapoor,100.0,HIGH_CONFIDENCE,67286.08,67286.08
TX0000154,PG18089461,CUST002329,Kavya Sharma,Kavya Sharma,100.0,HIGH_CONFIDENCE,56020.51,56020.51
TX0000155,PG44078668,CUST000773,Ananya Kumar,Ananya Kumar,100.0,HIGH_CONFIDENCE,4796.59,4796.59
TX0000156,PG54294758,CUST003661,Vikram Singh,Vikram Singh,100.0,HIGH_CONFIDENCE,34449.13,34449.13
TX0000157,PG76442457,CUST003218,Ananya Joshi,Ananya Joshi,100.0,HIGH_CONFIDENCE,11995.91,11995.91
TX0000158,PG88255587,CUST008160,Arjun Mehta,Arjun Mehta,100.0,HIGH_CONFIDENCE,80800.21,80800.21
TX0000159,PG91565292,CUST004004,Rohan Kapoor,Rohan Kapoor,100.0,HIGH_CONFIDENCE,49127.55,49127.55
TX0000160,PG37298870,CUST006127,Ananya Mishra,Ananya Mishra,100.0,HIGH_CONFIDENCE,56773.59,56773.59
TX0000161,PG29252138,CUST004634,Neha Gupta,Neha Gupta,100.0,HIGH_CONFIDENCE,99448.62,99448.62
TX0000162,PG66593619,CUST004743,Aditya Kumar,Aditya Kumar,80.0,MEDIUM_CONFIDENCE,29840.5,27306.43
TX0000163,PG24917018,CUST003641,Rahul Kumar,Rahul Kumar,100.0,HIGH_CONFIDENCE,18299.75,18299.75
TX0000164,PG71490661,CUST007559,Neha Das,Neha Das,100.0,HIGH_CONFIDENCE,36760.68,36760.68
TX0000165,PG88743965,CUST001853,Ananya Rao,ANANYA RAO,100.0,HIGH_CONFIDENCE,70123.54,70123.54
TX0000166,PG68389159,CUST009237,Sneha Patel,Sneha Patel,100.0,HIGH_CONFIDENCE,88920.11,88920.11
TX0000167,PG58432900,CUST006269,Amit Gupta,Amit Gupta,100.0,HIGH_CONFIDENCE,54582.4,54582.4
TX0000168,PG96125777,CUST003440,Pooja Mishra,Pooja Mishra,100.0,HIGH_CONFIDENCE,4728.58,4728.58
TX0000169,PG61104557,CUST003604,Neha Reddy,Neha Reddy,100.0,HIGH_CONFIDENCE,24928.55,24928.55
TX0000170,PG32866857,CUST006196,Meera Gupta,Meera Gupta,100.0,HIGH_CONFIDENCE,68488.57,68488.57
TX0000171,PG54547561,CUST003487,Priya Reddy,Priya Reddy,100.0,HIGH_CONFIDENCE,52647.02,52647.02
TX0000172,PG70783091,CUST002056,Priya Mishra,Priya Mishra,100.0,HIGH_CONFIDENCE,82798.7,82798.7
TX0000173,PG50636116,CUST008603,Amit Sharma,Amit Sharma,100.0,HIGH_CONFIDENCE,83386.02,83386.02
TX0000174,PG85809741,CUST002989,Rohan Kapoor,Rohan Kapoor,100.0,HIGH_CONFIDENCE,45841.36,45841.36
TX0000175,PG35787456,CUST008643,Sneha Patel,Sneha Patel,100.0,HIGH_CONFIDENCE,89261.35,89261.35
TX0000176,PG62482569,CUST009529,Sneha Iyer,Sneha Iyer,100.0,HIGH_CONFIDENCE,55387.94,55387.94
TX0000177,PG31215472,CUST008519,Rohan Rao,Rohan Rao,100.0,HIGH_CONFIDENCE,89215.34,89215.34
TX0000178,PG57476563,CUST000399,Priya Sharma,Priya Sharma,100.0,HIGH_CONFIDENCE,39085.43,39085.43
TX0000179,PG87800746,CUST001152,Karan Singh,Karan Singh,100.0,HIGH_CONFIDENCE,92226.99,92226.99
TX0000180,PG50646166,CUST004460,Arjun Rao,Arjun Rao,100.0,HIGH_CONFIDENCE,74460.33,74460.33
TX0000181,PG14204054,CUST003709,Aditya Gupta,Aditya Gupta,100.0,HIGH_CONFIDENCE,22605.2,22605.2
TX0000182,PG24703418,CUST004637,Priya Das,Priya Das,100.0,HIGH_CONFIDENCE,99320.3,99320.3
TX0000183,PG82941473,CUST001883,Vikram Patel,Vikram Patel,100.0,HIGH_CONFIDENCE,89746.97,89746.97
TX0000184,PG26221408,CUST000333,Pooja Kumar,Pooja Kumar,100.0,HIGH_CONFIDENCE,13593.95,13593.95
TX0000185,PG40512322,CUST007256,Amit Nair,Amit Nair,100.0,HIGH_CONFIDENCE,73627.4,73627.4
TX0000186,PG39696515,CUST003292,Rohan Reddy,Rohan Reddy,100.0,HIGH_CONFIDENCE,94511.46,94511.46
TX0000187,PG40326265,CUST007366,Meera Iyer,Meera Iyer,100.0,HIGH_CONFIDENCE,45856.69,45856.69
TX0000188,PG18061573,CUST006501,Kavya Kumar,Kavya Kumar,100.0,HIGH_CONFIDENCE,92836.79,92836.79
TX0000189,PG81808919,CUST006569,Rohan Kapoor,Rohan Kapoor,100.0,HIGH_CONFIDENCE,46343.83,46343.83
TX0000190,PG35270024,CUST007267,Amit Gupta,Amit Gupta,100.0,HIGH_CONFIDENCE,9966.17,9966.17
TX0000191,PG21515876,CUST006217,Rahul Gupta,Rahul Gupta,100.0,HIGH_CONFIDENCE,26025.31,26025.31
TX0000192,PG65465606,CUST002465,Neha Das,Neha Das,100.0,HIGH_CONFIDENCE,32447.27,32447.27
TX0000193,PG50334382,CUST008778,Vikram Mishra,Vikram Mishra,100.0,HIGH_CONFIDENCE,15574.59,15574.59
TX0000194,PG89621748,CUST009352,Aditya Iyer,Aditya Iyer,100.0,HIGH_CONFIDENCE,57489.66,57489.66
TX0000195,PG34451083,CUST008248,Nikhil Das,Nikhil Das,100.0,HIGH_CONFIDENCE,3084.52,3084.52
TX0000196,PG40913912,CUST007616,Meera Singh,Meera Singh,100.0,HIGH_CONFIDENCE,21541.82,21541.82
TX0000197,PG68955026,CUST006443,Sneha Kapoor,Sneha Kapoor,100.0,HIGH_CONFIDENCE,28442.16,28442.16
TX0000198,PG31097759,CUST008341,Sneha Gupta,Sneha Gupta,100.0,HIGH_CONFIDENCE,102206.16,102206.16
TX0000199,PG77887795,CUST009276,Nikhil Mehta,Nikhil Mehta,100.0,HIGH_CONFIDENCE,11185.31,11185.31
TX0000200,PG86288048,CUST008810,Aditya Rao,Aditya Rao,100.0,HIGH_CONFIDENCE,2977.73,2977.73
TX0000201,PG21375278,CUST007813,Arjun Das,Arjun Das,100.0,HIGH_CONFIDENCE,95914.19,95914.19
TX0000202,PG62077070,CUST007823,Vikram Kapoor,Vikram Kapoor,100.0,HIGH_CONFIDENCE,56169.68,56169.68
TX0000203,PG31828740,CUST001250,Neha Rao,Neha Rao,100.0,HIGH_CONFIDENCE,26268.59,26268.59
TX0000204,PG95227066,CUST009847,Vikram Nair,Vikram Nair,100.0,HIGH_CONFIDENCE,15385.4,15385.4
TX0000205,PG49538839,CUST000790,Aditya Mishra,Aditya Mishra,100.0,HIGH_CONFIDENCE,46827.32,46827.32
TX0000206,PG53807423,CUST001817,Nikhil Patel,Nikhil Patel,100.0,HIGH_CONFIDENCE,74050.9,74050.9
TX0000207,PG79465997,CUST000482,Rahul Gupta,Rahul Gupta,100.0,HIGH_CONFIDENCE,84731.13,84731.13
TX0000208,PG80602998,CUST000268,Vikram Verma,Vikram Verma,100.0,HIGH_CONFIDENCE,80012.44,80012.44
TX0000209,PG97394125,CUST004793,Arjun Kapoor,Arjun Kapoor,100.0,HIGH_CONFIDENCE,99282.92,99282.92
TX0000210,PG85219443,CUST008643,Sneha Patel,Sneha Patel,100.0,HIGH_CONFIDENCE,13036.61,13036.61
TX0000211,PG22455959,CUST007426,Kavya Mehta,Kavya Mehta,100.0,HIGH_CONFIDENCE,41727.23,41727.23
TX0000212,,CUST003128,Rahul Sharma,,0.0,NO_MATCH,26305.86,
TX0000213,PG26281668,CUST005356,Pooja Reddy,Pooja Reddy,100.0,HIGH_CONFIDENCE,54220.61,54220.61
TX0000214,PG90599778,CUST006265,Rahul Sharma,Rahul Sharma,100.0,HIGH_CONFIDENCE,69586.57,69586.57
TX0000215,PG51292515,CUST006520,Neha Kapoor,Neha Kapoor,100.0,HIGH_CONFIDENCE,2059.69,2059.69
TX0000216,PG87712656,CUST000577,Aditya Mehta,Aditya Mehta,100.0,HIGH_CONFIDENCE,79322.74,79322.74
TX0000217,PG97047614,CUST000573,Aditya Rao,Aditya Rao,100.0,HIGH_CONFIDENCE,9037.56,9037.56
TX0000218,PG27216732,CUST003349,Amit Nair,Amit Nair,100.0,HIGH_CONFIDENCE,98000.48,98000.48
TX0000219,PG87336482,CUST008630,Aditya Sharma,Aditya Sharma,80.0,MEDIUM_CONFIDENCE,48969.99,50222.97
TX0000220,PG27189790,CUST006563,Pooja Mehta,Pooja Mehta,100.0,HIGH_CONFIDENCE,108517.55,108517.55
