transaction_id,invoice_id,customer_id,customer_name,email,phone,transaction_date,amount,currency,payment_status,store_id,customer_name_clean,email_clean,phone_clean
TX0000024,INV0000024,CUST001049,Meera Reddy,meera.reddy969@yahoo.com,9281840001,2026-08-29,91489.32,INR,PAID,STORE060,MEERA REDDY,meera.reddy969@yahoo.com,9281840001
TX0000025,INV0000025,CUST001349,Priya Mishra,priya.mishra867@hotmail.com,9651601542,2026-08-11,55881.2,INR,PAID,STORE068,PRIYA MISHRA,priya.mishra867@hotmail.com,9651601542
TX0000026,INV0000026,CUST002008,Karan Kapoor,karan.kapoor501@hotmail.com,9013609628,2026-08-10,9431.78,INR,PAID,STORE035,KARAN KAPOOR,karan.kapoor501@hotmail.com,9013609628
TX0000027,INV0000027,CUST005257,Ananya Reddy,ananya.reddy676@outlook.com,9222750847,2026-08-09,44853.15,INR,PENDING,STORE131,ANANYA REDDY,ananya.reddy676@outlook.com,9222750847
TX0000028,INV0000028,CUST000040,Nikhil Sharma,nikhil.sharma286@hotmail.com,9246308127,2026-08-28,4356.47,INR,PAID,STORE228,NIKHIL SHARMA,nikhil.sharma286@hotmail.com,9246308127
TX0000029,INV0000029,CUST000313,Arjun Mehta,arjun.mehta873@outlook.com,9808623903,2026-08-29,19966.98,INR,PAID,STORE105,ARJUN MEHTA,arjun.mehta873@outlook.com,9808623903
TX0000030,INV0000030,CUST007620,Vikram Kapoor,vikram.kapoor128@hotmail.com,9160164229,2026-08-01,39177.78,INR,PAID,STORE069,VIKRAM KAPOOR,vikram.kapoor128@hotmail.com,9160164229
TX0000031,INV0000031,CUST001496,Aditya Das,aditya.das325@yahoo.com,9990924833,2026-08-06,90393.24,INR,PAID,STORE096,ADITYA DAS,aditya.das325@yahoo.com,9990924833
TX0000032,INV0000032,CUST005913,Neha Singh,neha.singh304@hotmail.com,9454339689,2026-08-31,47731.81,INR,PAID,STORE167,NEHA SINGH,neha.singh304@hotmail.com,9454339689
TX0000033,INV0000033,CUST008748,Vikram Mehta,vikram.mehta889@gmail.com,9766163948,2026-08-19,87895.63,INR,PAID,STORE248,VIKRAM MEHTA,vikram.mehta889@gmail.com,9766163948
TX0000034,INV0000034,CUST005470,Priya Iyer,priya.iyer494@hotmail.com,9839089365,2026-08-24,104956.73,INR,PAID,STORE024,PRIYA IYER,priya.iyer494@hotmail.com,9839089365
TX0000035,INV0000035,CUST007411,Priya Reddy,priya.reddy202@gmail.com,9911388991,2026-08-09,40324.54,INR,PAID,STORE132,PRIYA REDDY,priya.reddy202@gmail.com,9911388991
TX0000036,INV0000036,CUST004209,Arjun Das,arjun.das81@gmail.com,9251875115,2026-08-18,1612.85,INR,PAID,STORE107,ARJUN DAS,arjun.das81@gmail.com,9251875115
TX0000037,INV0000037,CUST001245,Vikram Sharma,vikram.sharma794@gmail.com,9569809308,2026-08-19,98291.4,INR,PAID,STORE124,VIKRAM SHARMA,vikram.sharma794@gmail.com,9569809308
TX0000038,INV0000038,CUST003638,Arjun Iyer,arjun.iyer572@outlook.com,9492485996,2026-08-19,40201.3,INR,PAID,STORE053,ARJUN IYER,arjun.iyer572@outlook.com,9492485996
TX0000039,INV0000039,CUST003782,Meera Reddy,meera.reddy737@gmail.com,9960859514,2026-08-04,44218.1,INR,PAID,STORE236,MEERA REDDY,meera.reddy737@gmail.com,9960859514
TX0000040,INV0000040,CUST009916,Pooja Sharma,pooja.sharma397@yahoo.com,9121059729,2026-08-04,30073.94,INR,PAID,STORE084,POOJA SHARMA,pooja.sharma397@yahoo.com,9121059729
TX0000041,INV0000041,CUST002354,Nikhil Kapoor,nikhil.kapoor114@yahoo.com,9386509851,2026-08-14,14297.09,INR,PAID,STORE243,NIKHIL KAPOOR,nikhil.kapoor114@yahoo.com,9386509851
TX0000042,INV0000042,CUST002458,Amit Mishra,amit.mishra493@outlook.com,9045652896,2026-08-04,45926.07,INR,PENDING,STORE170,AMIT MISHRA,amit.mishra493@outlook.com,9045652896
TX0000043,INV0000043,CUST008432,Ananya Mishra,ananya.mishra273@yahoo.com,9102219668,2026-08-26,88166.63,INR,PENDING,STORE051,ANANYA MISHRA,ananya.mishra273@yahoo.com,9102219668
TX0000044,INV0000044,CUST009968,Neha Gupta,neha.gupta674@outlook.com,9565032231,2026-08-23,44560.67,INR,PAID,STORE104,NEHA GUPTA,neha.gupta674@outlook.com,9565032231
TX0000045,INV0000045,CUST000866,Aditya Gupta,aditya.gupta31@gmail.com,9484950072,2026-08-03,15969.1,INR,PAID,STORE126,ADITYA GUPTA,aditya.gupta31@gmail.com,9484950072
TX0000046,INV0000046,CUST006313,Meera Kumar,meera.kumar786@hotmail.com,9442071064,2026-08-17,80552.4,INR,PAID,STORE081,MEERA KUMAR,meera.kumar786@hotmail.com,9442071064
TX0000047,INV0000047,CUST004906,Pooja Rao,pooja.rao757@outlook.com,9654303308,2026-08-01,56364.08,INR,PAID,STORE049,POOJA RAO,pooja.rao757@outlook.com,9654303308
TX0000048,INV0000048,CUST006126,Pooja Rao,pooja.rao164@gmail.com,9950411582,2026-08-13,85560.86,INR,PAID,STORE127,POOJA RAO,pooja.rao164@gmail.com,9950411582
TX0000049,INV0000049,CUST009601,Amit Mishra,amit.mishra711@gmail.com,9876527792,2026-08-12,45045.48,INR,PAID,STORE166,AMIT MISHRA,amit.mishra711@gmail.com,9876527792
TX0000050,INV0000050,CUST009973,Sneha Kapoor,sneha.kapoor827@yahoo.com,9411286119,2026-08-20,104401.4,INR,PAID,STORE242,SNEHA KAPOOR,sneha.kapoor827@yahoo.com,9411286119
TX0000051,INV0000051,CUST004174,Rohan Kumar,rohan.kumar616@gmail.com,9025408688,2026-08-10,53438.51,INR,PAID,STORE162,ROHAN KUMAR,rohan.kumar616@gmail.com,9025408688
TX0000052,INV0000052,CUST007498,Ananya Reddy,ananya.reddy431@hotmail.com,9407343339,2026-08-10,107251.38,INR,PENDING,STORE077,ANANYA REDDY,ananya.reddy431@hotmail.com,9407343339
TX0000053,INV0000053,CUST007593,Neha Joshi,neha.joshi707@gmail.com,9674491334,2026-08-03,58622.19,INR,PAID,STORE072,NEHA JOSHI,neha.joshi707@gmail.com,9674491334
TX0000054,INV0000054,CUST000597,Karan Kumar,karan.kumar147@outlook.com,9597003912,2026-08-17,61799.76,INR,PENDING,STORE040,KARAN KUMAR,karan.kumar147@outlook.com,9597003912
TX0000055,INV0000055,CUST008437,Priya Singh,priya.singh663@outlook.com,9574452693,2026-08-23,43213.65,INR,PAID,STORE031,PRIYA SINGH,priya.singh663@outlook.com,9574452693
TX0000056,INV0000056,CUST008413,Rahul Verma,rahul.verma1@yahoo.com,9464976027,2026-08-02,42533.95,INR,PAID,STORE080,RAHUL VERMA,rahul.verma1@yahoo.com,9464976027
TX0000057,INV0000057,CUST007654,Nikhil Kumar,nikhil.kumar762@gmail.com,9305935153,2026-08-22,24335.21,INR,PAID,STORE169,NIKHIL KUMAR,nikhil.kumar762@gmail.com,9305935153
TX0000058,INV0000058,CUST008019,Sneha Mishra,sneha.mishra687@outlook.com,9018980633,2026-08-18,9284.59,INR,PAID,STORE088,SNEHA MISHRA,sneha.mishra687@outlook.com,9018980633
TX0000059,INV0000059,CUST006677,Kavya Kapoor,kavya.kapoor849@yahoo.com,9132600031,2026-08-06,10876.28,INR,PAID,STORE061,KAVYA KAPOOR,kavya.kapoor849@yahoo.com,9132600031
TX0000060,INV0000060,CUST004238,Sneha Verma,sneha.verma144@outlook.com,9687527991,2026-08-29,7563.59,INR,PAID,STORE111,SNEHA VERMA,sneha.verma144@outlook.com,9687527991
TX0000061,INV0000061,CUST000096,Arjun Nair,arjun.nair17@outlook.com,9737677305,2026-08-05,92752.67,INR,PAID,STORE166,ARJUN NAIR,arjun.nair17@outlook.com,9737677305
TX0000062,INV0000062,CUST004997,Meera Rao,meera.rao736@outlook.com,9736986942,2026-08-23,63328.51,INR,PAID,STORE165,MEERA RAO,meera.rao736@outlook.com,9736986942
TX0000063,INV0000063,CUST001066,Nikhil Verma,nikhil.verma595@hotmail.com,9168972632,2026-08-18,55686.09,INR,PENDING,STORE164,NIKHIL VERMA,nikhil.verma595@hotmail.com,9168972632
TX0000064,INV0000064,CUST004020,Nikhil Kumar,nikhil.kumar138@hotmail.com,9955297496,2026-08-04,88687.35,INR,PAID,STORE168,NIKHIL KUMAR,nikhil.kumar138@hotmail.com,9955297496
TX0000065,INV0000065,CUST009892,Arjun Sharma,arjun.sharma881@outlook.com,9028171398,2026-08-01,21764.25,INR,PAID,STORE153,ARJUN SHARMA,arjun.sharma881@outlook.com,9028171398
TX0000066,INV0000066,CUST001162,Priya Singh,priya.singh661@yahoo.com,9855979476,2026-08-11,78329.55,INR,PAID,STORE139,PRIYA SINGH,priya.singh661@yahoo.com,9855979476
TX0000067,INV0000067,CUST006042,Sneha Kapoor,sneha.kapoor547@hotmail.com,9060815384,2026-08-31,88035.31,INR,PAID,STORE238,SNEHA KAPOOR,sneha.kapoor547@hotmail.com,9060815384
TX0000068,INV0000068,CUST009586,Amit Reddy,amit.reddy419@outlook.com,9727749485,2026-08-31,59519.83,INR,PAID,STORE039,AMIT REDDY,amit.reddy419@outlook.com,9727749485
TX0000069,INV0000069,CUST000208,Sneha Kumar,sneha.kumar764@hotmail.com,9980832460,2026-08-05,1341.83,INR,PAID,STORE188,SNEHA KUMAR,sneha.kumar764@hotmail.com,9980832460
TX0000070,INV0000070,CUST001706,Ananya Mehta,ananya.mehta739@yahoo.com,9874383018,2026-08-11,24760.51,INR,PAID,STORE059,ANANYA MEHTA,ananya.mehta739@yahoo.com,9874383018
TX0000071,INV0000071,CUST002985,Pooja Joshi,pooja.joshi605@hotmail.com,9156860241,2026-08-14,35901.63,INR,PAID,STORE076,POOJA JOSHI,pooja.joshi605@hotmail.com,9156860241
TX0000072,INV0000072,CUST004536,Sneha Iyer,sneha.iyer786@hotmail.com,9798692213,2026-08-27,12777.29,INR,PENDING,STORE121,SNEHA IYER,sneha.iyer786@hotmail.com,9798692213
TX0000073,INV0000073,CUST005075,Kavya Nair,kavya.nair929@outlook.com,9563955513,2026-08-26,59777.91,INR,PAID,STORE205,KAVYA NAIR,kavya.nair929@outlook.com,9563955513
TX0000074,INV0000074,CUST007906,Pooja Iyer,pooja.iyer327@outlook.com,9695010403,2026-08-11,64682.48,INR,PENDING,STORE092,POOJA IYER,pooja.iyer327@outlook.com,9695010403
TX0000075,INV0000075,CUST002349,Meera Kumar,meera.kumar96@gmail.com,9284743728,2026-08-07,20868.8,INR,PENDING,STORE109,MEERA KUMAR,meera.kumar96@gmail.com,9284743728
TX0000076,INV0000076,CUST008232,Sneha Sharma,sneha.sharma948@outlook.com,9523249530,2026-08-09,5691.17,INR,PENDING,STORE039,SNEHA SHARMA,sneha.sharma948@outlook.com,9523249530
TX0000077,INV0000077,CUST006139,Rahul Patel,rahul.patel227@hotmail.com,9451693718,2026-08-05,20541.2,INR,PAID,STORE194,RAHUL PATEL,rahul.patel227@hotmail.com,9451693718
TX0000078,INV0000078,CUST003224,Pooja Singh,pooja.singh13@hotmail.com,9649956251,2026-08-24,53181.83,INR,PENDING,STORE137,POOJA SINGH,pooja.singh13@hotmail.com,9649956251
TX0000079,INV0000079,CUST004580,Rohan Joshi,rohan.joshi991@yahoo.com,9506039620,2026-08-17,44885.51,INR,PAID,STORE055,ROHAN JOSHI,rohan.joshi991@yahoo.com,9506039620
TX0000080,INV0000080,CUST002597,Priya Reddy,priya.reddy429@hotmail.com,9090735627,2026-08-19,69636.4,INR,PAID,STORE114,PRIYA REDDY,priya.reddy429@hotmail.com,9090735627
TX0000081,INV0000081,CUST002657,Karan Gupta,karan.gupta898@yahoo.com,9635420031,2026-08-13,30706.53,INR,PAID,STORE178,KARAN GUPTA,karan.gupta898@yahoo.com,9635420031
TX0000082,INV0000082,CUST003770,Sneha Mishra,sneha.mishra499@yahoo.com,9970832955,2026-08-05,55436.67,INR,PAID,STORE178,SNEHA MISHRA,sneha.mishra499@yahoo.com,9970832955
TX0000083,INV0000083,CUST000080,Rahul Verma,rahul.verma944@gmail.com,9855741038,2026-08-18,16178.04,INR,PENDING,STORE225,RAHUL VERMA,rahul.verma944@gmail.com,9855741038
TX0000084,INV0000084,CUST009252,Priya Patel,priya.patel323@hotmail.com,9829828445,2026-08-05,16771.25,INR,PAID,STORE120,PRIYA PATEL,priya.patel323@hotmail.com,9829828445
TX0000085,INV0000085,CUST000252,Kavya Mishra,kavya.mishra259@yahoo.com,9165079560,2026-08-28,103613.47,INR,PAID,STORE091,KAVYA MISHRA,kavya.mishra259@yahoo.com,9165079560
TX0000086,INV0000086,CUST007055,Sneha Verma,sneha.verma653@outlook.com,9484018841,2026-08-26,67069.09,INR,PAID,STORE085,SNEHA VERMA,sneha.verma653@outlook.com,9484018841
TX0000087,INV0000087,CUST000770,Amit Kapoor,amit.kapoor921@hotmail.com,9190882041,2026-08-28,17991.19,INR,PAID,STORE034,AMIT KAPOOR,amit.kapoor921@hotmail.com,9190882041
TX0000088,INV0000088,CUST003706,Ananya Das,ananya.das658@gmail.com,9210592217,2026-08-23,33307.86,INR,PAID,STORE059,ANANYA DAS,ananya.das658@gmail.com,9210592217
TX0000089,INV0000089,CUST003945,Neha Nair,neha.nair157@gmail.com,9643592053,2026-08-31,11053.6,INR,PAID,STORE183,NEHA NAIR,neha.nair157@gmail.com,9643592053
TX0000090,INV0000090,CUST001177,Sneha Gupta,sneha.gupta307@yahoo.com,9986965533,2026-08-04,78235.17,INR,PENDING,STORE004,SNEHA GUPTA,sneha.gupta307@yahoo.com,9986965533
TX0000091,INV0000091,CUST002529,Nikhil Kapoor,nikhil.kapoor590@outlook.com,9006388248,2026-08-13,101318.81,INR,PAID,STORE226,NIKHIL KAPOOR,nikhil.kapoor590@outlook.com,9006388248
TX0000092,INV0000092,CUST007785,Ananya Verma,ananya.verma518@gmail.com,9741605484,2026-08-20,62497.77,INR,PAID,STORE129,ANANYA VERMA,ananya.verma518@gmail.com,9741605484
TX0000093,INV0000093,CUST002969,Karan Iyer,karan.iyer80@hotmail.com,9597181350,2026-08-29,17291.7,INR,PAID,STORE046,KARAN IYER,karan.iyer80@hotmail.com,9597181350
TX0000094,INV0000094,CUST005858,Kavya Gupta,kavya.gupta93@yahoo.com,9657477244,2026-08-09,84482.71,INR,PENDING,STORE086,KAVYA GUPTA,kavya.gupta93@yahoo.com,9657477244
TX0000095,INV0000095,CUST002879,Rohan Sharma,rohan.sharma20@outlook.com,9268070853,2026-08-11,114342.45,INR,PAID,STORE056,ROHAN SHARMA,rohan.sharma20@outlook.com,9268070853
TX0000096,INV0000096,CUST005652,Arjun Mishra,arjun.mishra928@hotmail.com,9643086469,2026-08-19,46921.44,INR,PENDING,STORE081,ARJUN MISHRA,arjun.mishra928@hotmail.com,9643086469
TX0000097,INV0000097,CUST009758,Rahul Rao,rahul.rao889@yahoo.com,9254559621,2026-08-25,28351.35,INR,PAID,STORE245,RAHUL RAO,rahul.rao889@yahoo.com,9254559621
TX0000098,INV0000098,CUST009820,Priya Rao,priya.rao430@gmail.com,9558989826,2026-08-04,77291.69,INR,PAID,STORE086,PRIYA RAO,priya.rao430@gmail.com,9558989826
TX0000099,INV0000099,CUST003722,Kavya Nair,kavya.nair631@gmail.com,9880496207,2026-08-17,18424.58,INR,PAID,STORE041,KAVYA NAIR,kavya.nair631@gmail.com,9880496207
TX0000100,INV0000100,CUST004611,Aditya Mehta,aditya.mehta611@yahoo.com,9894048219,2026-08-29,3243.17,INR,PAID,STORE016,ADITYA MEHTA,aditya.mehta611@yahoo.com,9894048219
TX0000101,INV0000101,CUST000316,Amit Gupta,amit.gupta994@outlook.com,9935215883,2026-08-18,80924.36,INR,PENDING,STORE106,AMIT GUPTA,amit.gupta994@outlook.com,9935215883
TX0000102,INV0000102,CUST000904,Meera Iyer,meera.iyer855@outlook.com,9522112670,2026-08-12,77331.04,INR,PAID,STORE152,MEERA IYER,meera.iyer855@outlook.com,9522112670
TX0000103,INV0000103,CUST004591,Vikram Reddy,vikram.reddy861@gmail.com,9881383775,2026-08-27,103243.04,INR,PAID,STORE204,VIKRAM REDDY,vikram.reddy861@gmail.com,9881383775
TX0000104,INV0000104,CUST004861,Ananya Kumar,ananya.kumar626@outlook.com,9234521154,2026-08-14,107684.08,INR,PAID,STORE003,ANANYA KUMAR,ananya.kumar626@outlook.com,9234521154
TX0000105,INV0000105,CUST002487,Rohan Singh,rohan.singh978@hotmail.com,9205689921,2026-08-24,50218.91,INR,PENDING,STORE062,ROHAN SINGH,rohan.singh978@hotmail.com,9205689921
TX0000106,INV0000106,CUST006339,Kavya Reddy,kavya.reddy219@gmail.com,9942920405,2026-08-27,59849.35,INR,PENDING,STORE236,KAVYA REDDY,kavya.reddy219@gmail.com,9942920405
TX0000107,INV0000107,CUST004165,Amit Verma,amit.verma75@yahoo.com,9037889641,2026-08-09,50157.01,INR,PAID,STORE101,AMIT VERMA,amit.verma75@yahoo.com,9037889641
TX0000108,INV0000108,CUST003487,Priya Reddy,priya.reddy920@hotmail.com,9279714019,2026-08-10,96742.15,INR,PAID,STORE183,PRIYA REDDY,priya.reddy920@hotmail.com,9279714019
TX0000109,INV0000109,CUST002674,Nikhil Joshi,nikhil.joshi284@hotmail.com,9607804140,2026-08-29,2477.81,INR,PENDING,STORE248,NIKHIL JOSHI,nikhil.joshi284@hotmail.com,9607804140
TX0000110,INV0000110,CUST005258,Arjun Verma,arjun.verma134@yahoo.com,9462041274,2026-08-22,5477.85,INR,PAID,STORE029,ARJUN VERMA,arjun.verma134@yahoo.com,9462041274
TX0000111,INV0000111,CUST008370,Kavya Joshi,kavya.joshi502@outlook.com,9840584284,2026-08-30,57474.36,INR,PAID,STORE063,KAVYA JOSHI,kavya.joshi502@outlook.com,9840584284
TX0000112,INV0000112,CUST000460,Neha Joshi,neha.joshi651@yahoo.com,9085283457,2026-08-06,34131.29,INR,PAID,STORE097,NEHA JOSHI,neha.joshi651@yahoo.com,9085283457
TX0000113,INV0000113,CUST001293,Arjun Iyer,arjun.iyer756@outlook.com,9127036860,2026-08-18,27986.09,INR,PENDING,STORE209,ARJUN IYER,arjun.iyer756@outlook.com,9127036860
TX0000114,INV0000114,CUST005608,Nikhil Kumar,nikhil.kumar399@gmail.com,9257920715,2026-08-19,49987.21,INR,PAID,STORE240,NIKHIL KUMAR,nikhil.kumar399@gmail.com,9257920715
TX0000115,INV0000115,CUST009702,Kavya Iyer,kavya.iyer20@yahoo.com,9779976293,2026-08-21,49469.73,INR,PAID,STORE247,KAVYA IYER,kavya.iyer20@yahoo.com,9779976293
TX0000116,INV0000116,CUST004388,Rohan Kumar,rohan.kumar410@outlook.com,9413685760,2026-08-17,84112.27,INR,PAID,STORE108,ROHAN KUMAR,rohan.kumar410@outlook.com,9413685760
TX0000117,INV0000117,CUST009358,Arjun Verma,arjun.verma282@gmail.com,9580974752,2026-08-28,28439.11,INR,PAID,STORE171,ARJUN VERMA,arjun.verma282@gmail.com,9580974752
TX0000118,INV0000118,CUST003866,Vikram Kumar,vikram.kumar116@gmail.com,9045627282,2026-08-07,8280.86,INR,PAID,STORE246,VIKRAM KUMAR,vikram.kumar116@gmail.com,9045627282
TX0000119,INV0000119,CUST006967,Pooja Reddy,pooja.reddy207@hotmail.com,9934682006,2026-08-19,26227.66,INR,PAID,STORE208,POOJA REDDY,pooja.reddy207@hotmail.com,9934682006
TX0000120,INV0000120,CUST003079,Vikram Mehta,vikram.mehta797@outlook.com,9319629124,2026-08-02,12971.38,INR,PAID,STORE231,VIKRAM MEHTA,vikram.mehta797@outlook.com,9319629124
TX0000121,INV0000121,CUST004479,Meera Verma,meera.verma204@gmail.com,9901894893,2026-08-12,35914.72,INR,PAID,STORE199,MEERA VERMA,meera.verma204@gmail.com,9901894893
TX0000122,INV0000122,CUST000294,Arjun Patel,arjun.patel370@gmail.com,9821631217,2026-08-14,7458.08,INR,PAID,STORE210,ARJUN PATEL,arjun.patel370@gmail.com,9821631217
TX0000123,INV0000123,CUST003234,Arjun Nair,arjun.nair645@outlook.com,9169688467,2026-08-20,67146.05,INR,PAID,STORE039,ARJUN NAIR,arjun.nair645@outlook.com,9169688467
TX0000124,INV0000124,CUST008936,Aditya Singh,aditya.singh841@gmail.com,9595878336,2026-08-07,29622.63,INR,PAID,STORE181,ADITYA SINGH,aditya.singh841@gmail.com,9595878336
TX0000125,INV0000125,CUST001756,Arjun Mehta,arjun.mehta961@gmail.com,9726165777,2026-08-09,52857.37,INR,PAID,STORE169,ARJUN MEHTA,arjun.mehta961@gmail.com,9726165777
TX0000126,INV0000126,CUST004516,Kavya Reddy,kavya.reddy462@outlook.com,9168061110,2026-08-24,76369.83,INR,PAID,STORE098,KAVYA REDDY,kavya.reddy462@outlook.com,9168061110
TX0000127,INV0000127,CUST006533,Sneha Verma,sneha.verma315@hotmail.com,9322490270,2026-08-23,106475.94,INR,PAID,STORE101,SNEHA VERMA,sneha.verma315@hotmail.com,9322490270
TX0000128,INV0000128,CUST002906,Karan Iyer,karan.iyer194@outlook.com,9724229487,2026-08-15,59096.51,INR,PAID,STORE168,KARAN IYER,karan.iyer194@outlook.com,9724229487
TX0000129,INV0000129,CUST004361,Meera Iyer,meera.iyer488@yahoo.com,9652173356,2026-08-04,66874.73,INR,PAID,STORE083,MEERA IYER,meera.iyer488@yahoo.com,9652173356
TX0000130,INV0000130,CUST001189,Amit Singh,amit.singh411@gmail.com,9282224066,2026-08-21,103730.56,INR,PAID,STORE106,AMIT SINGH,amit.singh411@gmail.com,9282224066
TX0000131,INV0000131,CUST005815,Meera Mehta,meera.mehta575@gmail.com,9101033037,2026-08-24,83740.85,INR,PAID,STORE176,MEERA MEHTA,meera.mehta575@gmail.com,9101033037
TX0000132,INV0000132,CUST009319,Vikram Verma,vikram.verma988@gmail.com,9352918734,2026-08-02,92964.17,INR,PAID,STORE048,VIKRAM VERMA,vikram.verma988@gmail.com,9352918734
TX0000133,INV0000133,CUST003746,Ananya Sharma,ananya.sharma626@gmail.com,9360485673,2026-08-06,55828.46,INR,PAID,STORE113,ANANYA SHARMA,ananya.sharma626@gmail.com,9360485673
TX0000134,INV0000134,CUST006671,Meera Mishra,meera.mishra857@gmail.com,9422769080,2026-08-27,80510.74,INR,PAID,STORE098,MEERA MISHRA,meera.mishra857@gmail.com,9422769080
TX0000135,INV0000135,CUST005192,Sneha Kumar,sneha.kumar570@hotmail.com,9016929370,2026-08-14,89807.56,INR,PAID,STORE059,SNEHA KUMAR,sneha.kumar570@hotmail.com,9016929370
TX0000136,INV0000136,CUST002261,Amit Singh,amit.singh961@outlook.com,9478068788,2026-08-17,103663.66,INR,PAID,STORE001,AMIT SINGH,amit.singh961@outlook.com,9478068788
TX0000137,INV0000137,CUST000633,Aditya Kumar,aditya.kumar662@yahoo.com,9920020126,2026-08-04,54503.3,INR,PAID,STORE001,ADITYA KUMAR,aditya.kumar662@yahoo.com,9920020126
