customer_id,customer_name,exception_count,financial_exposure
CUST001552,Meera Nair,3,8399.85
CUST007648,Amit Sharma,3,7960.17
CUST005667,Arjun Patel,3,7875.01
CUST008691,Kavya Nair,3,7286.82
CUST007455,Vikram Patel,3,6596.39
CUST007076,Karan Mehta,3,6424.09
CUST009182,Karan Gupta,3,6049.42
CUST003783,Aditya Rao,3,5732.18
CUST006176,Kavya Rao,3,5645.1
CUST001995,Ananya Das,3,5324.73
CUST000134,Neha Mehta,3,5097.46
CUST002276,Vikram Singh,3,5091.07
CUST001718,Rahul Reddy,3,4791.22
CUST001725,Karan Kumar,3,4691.66
CUST007253,Priya Kapoor,3,4380.85
CUST006691,Kavya Iyer,3,4270.63
CUST009624,Neha Joshi,3,3057.06
CUST005930,Rohan Nair,3,2889.32
CUST006655,Sneha Patel,3,2835.25
CUST003016,Nikhil Rao,3,2011.06
CUST006266,Rohan Reddy,3,1660.01
CUST000697,Kavya Verma,3,1022.57
CUST009630,Vikram Mehta,3,812.29
CUST009514,Sneha Rao,3,684.36
CUST000852,Kavya Kapoor,3,678.39
CUST004685,Amit Kumar,3,660.46
CUST000596,Vikram Nair,3,380.03
CUST001791,Priya Verma,3,249.24
CUST001098,Pooja Joshi,3,176.19
CUST000811,Aditya Singh,3,0.0
CUST001314,Ananya Gupta,3,0.0
CUST001365,Ananya Rao,3,0.0
CUST001476,Amit Rao,3,0.0
CUST001553,Karan Gupta,3,0.0
CUST001790,Neha Patel,3,0.0
CUST002257,Rahul Mishra,3,0.0
CUST002267,Arjun Sharma,3,0.0
CUST002322,Vikram Joshi,3,0.0
CUST002514,Kavya Patel,3,0.0
CUST002998,Nikhil Singh,3,0.0
CUST003133,Kavya Gupta,3,0.0
CUST003165,Vikram Gupta,3,0.0
CUST004230,Meera Singh,3,0.0
CUST004502,Pooja Joshi,3,0.0
CUST004511,Karan Patel,3,0.0
CUST004515,Kavya Verma,3,0.0
CUST004859,Nikhil Kumar,3,0.0
CUST005092,Neha Kapoor,3,0.0
CUST005122,Aditya Kapoor,3,0.0
CUST005898,Amit Mehta,3,0.0
CUST006079,Karan Mishra,3,0.0
CUST006127,Ananya Mishra,3,0.0
CUST006361,Aditya Mishra,3,0.0
CUST008191,Vikram Reddy,3,0.0
CUST008405,Priya Reddy,3,0.0
CUST008612,Sneha Mishra,3,0.0
CUST008827,Arjun Sharma,3,0.0
CUST009199,Arjun Joshi,3,0.0
CUST009348,Aditya Mehta,3,0.0
CUST009501,Arjun Mehta,3,0.0
CUST009618,Rahul Sharma,3,0.0
CUST009720,Kavya Rao,3,0.0
CUST009922,Priya Gupta,3,0.0
CUST002125,Aditya Joshi,2,78678.92
CUST006348,Sneha Gupta,2,72206.66
CUST005983,Rahul Nair,2,71714.03
CUST001792,Kavya Kapoor,2,70627.01999999999
CUST008600,Vikram Joshi,2,64981.100000000006
CUST005461,Amit Reddy,2,56356.53
CUST006712,Vikram Rao,2,55809.6
CUST008315,Karan Patel,2,55470.54
CUST008348,Neha Reddy,2,55302.57
CUST004482,Karan Joshi,2,54743.61
CUST002963,Ananya Singh,2,53977.93
CUST005269,Nikhil Iyer,2,51315.28
CUST009427,Sneha Mishra,2,50274.270000000004
CUST009410,Rohan Rao,2,50121.26
CUST005869,Rohan Das,2,49974.16
CUST001547,Aditya Singh,2,49397.58
CUST009302,Karan Kapoor,2,49292.63
CUST008643,Sneha Patel,2,48404.15
CUST009810,Aditya Verma,2,47274.340000000004
CUST009785,Aditya Das,2,46738.53999999999
CUST003964,Sneha Patel,2,46442.06
CUST000337,Ananya Kapoor,2,45716.46
CUST006090,Rahul Joshi,2,45559.2
CUST006335,Ananya Nair,2,42842.72
CUST000009,Aditya Rao,2,42056.99
CUST000948,Ananya Singh,2,40665.45
CUST002607,Karan Mehta,2,40599.5
CUST003208,Sneha Singh,2,40045.46
CUST006287,Rohan Nair,2,39641.03
CUST004024,Vikram Kapoor,2,39181.19
CUST002356,Pooja Joshi,2,38346.25
CUST001025,Neha Sharma,2,37849.04
CUST007063,Vikram Joshi,2,37257.48
CUST001755,Kavya Iyer,2,37217.11
CUST008761,Priya Patel,2,36464.08
CUST008181,Vikram Kapoor,2,35896.58
CUST000059,Karan Kumar,2,35553.45
CUST006616,Kavya Singh,2,34932.29
CUST000633,Aditya Kumar,2,34770.08
CUST000657,Kavya Kapoor,2,34662.59
CUST003290,Rahul Mishra,2,34486.7
CUST009504,Amit Mehta,2,33664.36
CUST000096,Arjun Nair,2,32964.26
CUST000611,Rahul Reddy,2,32721.11
CUST000093,Amit Reddy,2,32424.67
CUST004017,Kavya Gupta,2,32395.82
CUST006929,Sneha Rao,2,31631.579999999998
CUST003584,Aditya Reddy,2,31440.769999999997
CUST001446,Aditya Joshi,2,30951.82
CUST000720,Rohan Verma,2,30612.32
CUST004304,Rahul Kapoor,2,30499.059999999998
CUST009122,Neha Kapoor,2,29326.16
CUST007610,Nikhil Patel,2,28890.36
CUST000083,Aditya Singh,2,28636.87
CUST008748,Vikram Mehta,2,28478.01
CUST008895,Aditya Rao,2,28371.4
CUST006707,Meera Gupta,2,27949.25
CUST006473,Rahul Joshi,2,27701.579999999998
CUST005741,Priya Joshi,2,27587.7
CUST003387,Kavya Gupta,2,27557.239999999998
CUST004375,Kavya Mehta,2,27533.77
CUST009895,Rohan Mishra,2,27504.88
CUST004105,Kavya Rao,2,27394.13
CUST008268,Ananya Mehta,2,27364.5
CUST001378,Neha Joshi,2,27323.44
CUST000732,Ananya Nair,2,27285.84
CUST005751,Arjun Nair,2,27159.56
CUST004695,Ananya Rao,2,26931.52
CUST007718,Pooja Reddy,2,26927.91
CUST004214,Pooja Verma,2,26559.31
CUST009393,Vikram Joshi,2,26476.67
CUST003638,Arjun Iyer,2,26260.65
CUST001959,Sneha Rao,2,26217.56
CUST006195,Sneha Singh,2,26167.22
CUST009814,Priya Kapoor,2,25706.54
CUST002280,Priya Singh,2,25552.010000000002
CUST005899,Rahul Singh,2,24550.01
CUST000712,Kavya Kapoor,2,24542.68
CUST004149,Sneha Sharma,2,23926.93
CUST005504,Priya Das,2,23740.59
CUST003101,Sneha Mishra,2,23138.829999999998
CUST005494,Sneha Mishra,2,22998.43
CUST003389,Kavya Joshi,2,22757.4
CUST002981,Pooja Iyer,2,22245.64
CUST005599,Aditya Verma,2,21352.97
CUST005725,Kavya Nair,2,20458.440000000002
CUST004810,Pooja Gupta,2,20375.949999999997
CUST009805,Rohan Iyer,2,20235.95
CUST009408,Priya Gupta,2,20207.01
CUST006603,Karan Verma,2,20106.07
CUST000295,Kavya Reddy,2,20011.31
CUST005542,Karan Patel,2,19848.58
CUST001370,Amit Mishra,2,19658.84
CUST003187,Priya Sharma,2,19184.87
CUST008742,Vikram Gupta,2,18892.68
CUST009075,Nikhil Iyer,2,18855.84
CUST007884,Ananya Gupta,2,18581.53
CUST004344,Karan Kapoor,2,18088.47
CUST001593,Rohan Verma,2,17922.88
CUST006758,Priya Joshi,2,17863.01
CUST009604,Pooja Joshi,2,17761.92
CUST004943,Meera Patel,2,17660.94
CUST006204,Nikhil Singh,2,17621.88
CUST000798,Vikram Reddy,2,17411.15
CUST000046,Meera Iyer,2,17271.04
CUST001679,Sneha Singh,2,17268.74
CUST004874,Nikhil Patel,2,16597.03
CUST002063,Sneha Patel,2,16026.24
CUST005563,Karan Kapoor,2,15747.04
CUST007657,Rohan Mehta,2,15610.0
CUST000403,Amit Kapoor,2,15489.76
CUST001735,Sneha Verma,2,15422.800000000001
CUST005367,Priya Kapoor,2,15398.5
CUST005586,Meera Iyer,2,15258.869999999999
CUST009971,Meera Das,2,15206.7
CUST003550,Nikhil Verma,2,14995.54
CUST001247,Rahul Joshi,2,14937.01
CUST002555,Sneha Mishra,2,14827.41
CUST008517,Meera Nair,2,14489.32
CUST003334,Neha Sharma,2,13996.34
CUST008392,Pooja Gupta,2,13922.08
CUST009772,Sneha Kapoor,2,13523.14
CUST003803,Pooja Das,2,13485.08
CUST005436,Nikhil Iyer,2,13471.64
CUST005479,Pooja Nair,2,13386.34
CUST001196,Nikhil Kapoor,2,13309.39
CUST002053,Neha Singh,2,13284.24
CUST002139,Pooja Gupta,2,13253.26
CUST004004,Rohan Kapoor,2,12966.5
CUST009930,Pooja Joshi,2,12842.02
CUST009368,Pooja Joshi,2,12796.24
CUST008655,Pooja Rao,2,12698.32
CUST000907,Rohan Joshi,2,12672.65
CUST004717,Arjun Gupta,2,12646.380000000001
CUST003832,Amit Patel,2,12350.77
CUST007677,Kavya Rao,2,12243.82
CUST004712,Neha Das,2,12162.63
CUST007826,Karan Das,2,12126.16
CUST000587,Rahul Singh,2,12089.31
CUST005324,Meera Joshi,2,12008.62
CUST001482,Priya Singh,2,11781.22
CUST007986,Kavya Das,2,11729.21
CUST000299,Neha Sharma,2,11711.49
CUST005305,Rahul Verma,2,11250.49
CUST002605,Meera Das,2,11156.02
CUST008030,Nikhil Verma,2,10509.45
CUST006766,Arjun Reddy,2,10380.91
CUST000594,Priya Das,2,10198.41
CUST006037,Rohan Das,2,9934.2
CUST009988,Aditya Verma,2,9733.74
CUST000187,Sneha Singh,2,9442.1
CUST006228,Aditya Mehta,2,9431.5
CUST004675,Sneha Kumar,2,9239.16
CUST004073,Sneha Rao,2,9173.58
CUST002802,Neha Mishra,2,9011.48
CUST003099,Neha Joshi,2,8950.77
CUST007421,Karan Sharma,2,8840.95
CUST005693,Ananya Mishra,2,8832.13
CUST001266,Kavya Verma,2,8805.16
CUST007052,Kavya Iyer,2,8652.55
CUST008493,Priya Kumar,2,8537.51
CUST000936,Rahul Iyer,2,8526.369999999999
CUST001893,Aditya Gupta,2,8494.38
CUST009841,Aditya Patel,2,8338.77
CUST005418,Ananya Iyer,2,7946.53
CUST008736,Karan Nair,2,7887.08
CUST005917,Arjun Kumar,2,7739.81
CUST004486,Pooja Mishra,2,7639.38
CUST008677,Ananya Nair,2,7628.09
CUST003919,Nikhil Rao,2,7466.83
CUST000701,Priya Gupta,2,7120.42
CUST002843,Pooja Rao,2,7005.54
CUST002032,Neha Mishra,2,6848.16
CUST002159,Kavya Kumar,2,6693.36
CUST000913,Meera Kumar,2,6581.27
CUST008099,Aditya Gupta,2,6369.58
CUST001530,Neha Reddy,2,6069.02
CUST007084,Aditya Rao,2,5782.36
CUST000526,Rohan Reddy,2,5740.34
CUST007483,Ananya Iyer,2,5737.43
CUST001189,Amit Singh,2,5715.77
CUST000797,Pooja Singh,2,5662.08
CUST004188,Amit Verma,2,5606.27
CUST004053,Nikhil Mehta,2,5235.16
CUST005512,Aditya Singh,2,5220.79
CUST009307,Nikhil Mishra,2,5002.7
CUST000392,Pooja Kapoor,2,4937.16
CUST001384,Vikram Reddy,2,4890.26
CUST003355,Aditya Mishra,2,4805.5
CUST009322,Karan Mishra,2,4591.75
CUST005235,Aditya Reddy,2,4583.55
CUST009668,Arjun Verma,2,4489.63
CUST003373,Arjun Gupta,2,4120.26
CUST000440,Rahul Mishra,2,4090.16
CUST003181,Pooja Rao,2,3934.13
CUST005572,Nikhil Reddy,2,3881.74
CUST006878,Amit Singh,2,3874.11
CUST001346,Sneha Das,2,3747.29
CUST003953,Nikhil Verma,2,3673.89
CUST009591,Rohan Joshi,2,3615.25
CUST000527,Amit Das,2,3368.68
CUST003023,Amit Sharma,2,2873.64
CUST000658,Arjun Kapoor,2,2825.69
CUST006992,Amit Kapoor,2,2586.94
CUST002779,Aditya Mehta,2,2553.35
CUST001561,Neha Kapoor,2,2490.26
CUST007917,Aditya Gupta,2,2411.42
CUST004875,Vikram Singh,2,2351.44
CUST000771,Amit Rao,2,2300.4
CUST001510,Kavya Kumar,2,2286.0
CUST007832,Ananya Sharma,2,2273.46
CUST002879,Rohan Sharma,2,2167.9
CUST000294,Arjun Patel,2,2046.1000000000001
CUST007383,Sneha Kapoor,2,1995.23
CUST005248,Nikhil Mishra,2,1961.45
CUST008690,Sneha Sharma,2,1948.28
CUST003961,Karan Mehta,2,1894.54
CUST006528,Nikhil Nair,2,1779.33
CUST005069,Karan Patel,2,1708.47
CUST004290,Neha Kumar,2,1536.2800000000002
CUST006027,Nikhil Reddy,2,1435.05
CUST001638,Vikram Nair,2,1365.18
CUST007145,Rohan Mehta,2,1320.97
CUST004521,Rohan Singh,2,1268.73
CUST006804,Pooja Sharma,2,1069.47
CUST001379,Vikram Mishra,2,703.38
CUST004505,Vikram Kapoor,2,657.91
CUST000924,Neha Sharma,2,513.69
CUST002131,Karan Iyer,2,248.52
CUST000470,Rohan Reddy,2,152.55
CUST004170,Pooja Reddy,2,145.45
CUST001926,Pooja Singh,2,16.18
CUST000043,Sneha Nair,2,0.0
CUST000075,Kavya Das,2,0.0
CUST000151,Neha Gupta,2,0.0
CUST000180,Neha Gupta,2,0.0
CUST000213,Amit Iyer,2,0.0
CUST000228,Ananya Das,2,0.0
CUST000284,Aditya Gupta,2,0.0
CUST000307,Aditya Mishra,2,0.0
CUST000352,Arjun Das,2,0.0
CUST000355,Aditya Das,2,0.0
CUST000386,Neha Das,2,0.0
CUST000399,Priya Sharma,2,0.0
CUST000408,Priya Das,2,0.0
CUST000427,Aditya Reddy,2,0.0
CUST000430,Pooja Rao,2,0.0
CUST000479,Ananya Kapoor,2,0.0
CUST000495,Vikram Verma,2,0.0
CUST000519,Neha Reddy,2,0.0
CUST000550,Neha Rao,2,0.0
CUST000581,Neha Verma,2,0.0
CUST000635,Nikhil Nair,2,0.0
CUST000646,Karan Joshi,2,0.0
CUST000655,Amit Mehta,2,0.0
CUST000661,Neha Gupta,2,0.0
CUST000695,Rahul Patel,2,0.0
CUST000707,Karan Iyer,2,0.0
CUST000773,Ananya Kumar,2,0.0
CUST000835,Amit Kumar,2,0.0
CUST000853,Pooja Mishra,2,0.0
CUST000882,Priya Iyer,2,0.0
CUST000883,Pooja Nair,2,0.0
CUST000884,Aditya Verma,2,0.0
CUST000909,Meera Rao,2,0.0
CUST001064,Aditya Gupta,2,0.0
CUST001070,Ananya Nair,2,0.0
CUST001076,Rohan Singh,2,0.0
CUST001101,Vikram Reddy,2,0.0
CUST001110,Neha Patel,2,0.0
CUST001134,Sneha Verma,2,0.0
CUST001138,Neha Nair,2,0.0
CUST001195,Aditya Patel,2,0.0
CUST001197,Kavya Singh,2,0.0
CUST001212,Karan Iyer,2,0.0
CUST001228,Ananya Das,2,0.0
CUST001243,Pooja Iyer,2,0.0
CUST001290,Ananya Kumar,2,0.0
CUST001313,Priya Mishra,2,0.0
CUST001363,Aditya Iyer,2,0.0
CUST001391,Ananya Mishra,2,0.0
CUST001398,Aditya Kapoor,2,0.0
CUST001432,Rahul Nair,2,0.0
CUST001433,Rahul Rao,2,0.0
CUST001453,Meera Verma,2,0.0
CUST001497,Vikram Joshi,2,0.0
CUST001508,Karan Reddy,2,0.0
CUST001535,Pooja Iyer,2,0.0
CUST001563,Pooja Patel,2,0.0
CUST001575,Rahul Kumar,2,0.0
CUST001583,Neha Sharma,2,0.0
CUST001622,Nikhil Joshi,2,0.0
CUST001628,Neha Das,2,0.0
CUST001732,Arjun Gupta,2,0.0
CUST001738,Nikhil Mehta,2,0.0
CUST001747,Arjun Mehta,2,0.0
CUST001749,Nikhil Iyer,2,0.0
CUST001793,Rahul Reddy,2,0.0
CUST001805,Aditya Mehta,2,0.0
CUST001837,Sneha Das,2,0.0
CUST001885,Vikram Singh,2,0.0
CUST001916,Neha Kapoor,2,0.0
CUST001935,Aditya Reddy,2,0.0
CUST001958,Kavya Mehta,2,0.0
CUST001984,Priya Mehta,2,0.0
CUST002078,Arjun Mehta,2,0.0
CUST002087,Pooja Mehta,2,0.0
CUST002092,Vikram Kapoor,2,0.0
CUST002100,Meera Reddy,2,0.0
CUST002132,Arjun Rao,2,0.0
CUST002146,Karan Gupta,2,0.0
CUST002172,Aditya Patel,2,0.0
CUST002173,Rahul Kumar,2,0.0
CUST002189,Rohan Verma,2,0.0
CUST002202,Vikram Kumar,2,0.0
CUST002214,Arjun Nair,2,0.0
CUST002242,Meera Sharma,2,0.0
CUST002332,Rahul Das,2,0.0
CUST002380,Vikram Mishra,2,0.0
CUST002419,Vikram Kumar,2,0.0
CUST002424,Ananya Verma,2,0.0
CUST002436,Aditya Rao,2,0.0
CUST002439,Ananya Sharma,2,0.0
CUST002447,Pooja Patel,2,0.0
CUST002477,Meera Kapoor,2,0.0
CUST002495,Priya Mehta,2,0.0
CUST002523,Rohan Kumar,2,0.0
CUST002564,Arjun Reddy,2,0.0
CUST002592,Nikhil Kapoor,2,0.0
CUST002612,Priya Mehta,2,0.0
CUST002632,Meera Kapoor,2,0.0
CUST002633,Amit Kumar,2,0.0
CUST002649,Ananya Reddy,2,0.0
CUST002672,Nikhil Gupta,2,0.0
CUST002752,Karan Nair,2,0.0
CUST002756,Karan Patel,2,0.0
CUST002765,Rohan Kumar,2,0.0
CUST002798,Aditya Reddy,2,0.0
CUST002832,Rahul Mishra,2,0.0
CUST002863,Arjun Mehta,2,0.0
CUST002890,Neha Mishra,2,0.0
CUST002907,Amit Mishra,2,0.0
CUST002949,Rahul Das,2,0.0
CUST002959,Sneha Reddy,2,0.0
CUST003026,Priya Singh,2,0.0
CUST003032,Pooja Verma,2,0.0
CUST003033,Kavya Gupta,2,0.0
CUST003062,Rahul Iyer,2,0.0
CUST003103,Karan Sharma,2,0.0
CUST003157,Aditya Rao,2,0.0
CUST003159,Vikram Sharma,2,0.0
CUST003298,Sneha Das,2,0.0
CUST003336,Priya Verma,2,0.0
CUST003349,Amit Nair,2,0.0
CUST003403,Arjun Joshi,2,0.0
CUST003439,Rahul Reddy,2,0.0
CUST003458,Aditya Kumar,2,0.0
CUST003471,Rahul Rao,2,0.0
CUST003485,Rohan Kapoor,2,0.0
CUST003523,Neha Mehta,2,0.0
CUST003527,Neha Joshi,2,0.0
CUST003565,Ananya Kumar,2,0.0
CUST003598,Aditya Rao,2,0.0
CUST003605,Vikram Sharma,2,0.0
CUST003607,Sneha Kapoor,2,0.0
CUST003635,Nikhil Rao,2,0.0
CUST003640,Rohan Gupta,2,0.0
CUST003662,Vikram Rao,2,0.0
CUST003665,Aditya Sharma,2,0.0
CUST003679,Neha Joshi,2,0.0
CUST003744,Arjun Sharma,2,0.0
CUST003752,Rahul Kumar,2,0.0
CUST003765,Meera Gupta,2,0.0
CUST003781,Arjun Kapoor,2,0.0
CUST003811,Nikhil Das,2,0.0
CUST003912,Sneha Kapoor,2,0.0
CUST003933,Amit Sharma,2,0.0
CUST004009,Kavya Kumar,2,0.0
CUST004068,Amit Verma,2,0.0
CUST004089,Kavya Joshi,2,0.0
CUST004097,Aditya Mehta,2,0.0
CUST004104,Rohan Joshi,2,0.0
CUST004115,Karan Joshi,2,0.0
CUST004132,Amit Reddy,2,0.0
CUST004141,Vikram Singh,2,0.0
CUST004181,Nikhil Iyer,2,0.0
CUST004183,Aditya Gupta,2,0.0
CUST004225,Ananya Rao,2,0.0
CUST004247,Neha Sharma,2,0.0
CUST004256,Aditya Reddy,2,0.0
CUST004261,Ananya Verma,2,0.0
CUST004278,Neha Patel,2,0.0
CUST004319,Rahul Mehta,2,0.0
CUST004353,Pooja Rao,2,0.0
CUST004356,Ananya Iyer,2,0.0
CUST004373,Pooja Iyer,2,0.0
CUST004384,Priya Mehta,2,0.0
CUST004436,Rahul Gupta,2,0.0
CUST004450,Aditya Rao,2,0.0
CUST004522,Amit Sharma,2,0.0
CUST004565,Kavya Reddy,2,0.0
CUST004577,Pooja Verma,2,0.0
CUST004583,Priya Nair,2,0.0
CUST004616,Neha Singh,2,0.0
CUST004633,Karan Patel,2,0.0
CUST004640,Vikram Gupta,2,0.0
CUST004705,Meera Mishra,2,0.0
CUST004723,Arjun Singh,2,0.0
CUST004741,Priya Iyer,2,0.0
CUST004774,Arjun Verma,2,0.0
CUST004812,Rohan Sharma,2,0.0
CUST004847,Aditya Joshi,2,0.0
CUST004883,Priya Kumar,2,0.0
CUST004931,Aditya Kapoor,2,0.0
CUST004939,Amit Reddy,2,0.0
CUST004946,Kavya Gupta,2,0.0
CUST004971,Nikhil Kapoor,2,0.0
CUST004978,Rahul Verma,2,0.0
CUST005051,Karan Mishra,2,0.0
CUST005061,Rohan Das,2,0.0
CUST005097,Kavya Kapoor,2,0.0
CUST005132,Ananya Das,2,0.0
CUST005165,Neha Kumar,2,0.0
CUST005167,Kavya Reddy,2,0.0
CUST005261,Meera Das,2,0.0
CUST005292,Sneha Joshi,2,0.0
CUST005293,Pooja Joshi,2,0.0
CUST005311,Karan Mehta,2,0.0
CUST005318,Aditya Nair,2,0.0
CUST005319,Aditya Joshi,2,0.0
CUST005332,Ananya Singh,2,0.0
CUST005333,Neha Sharma,2,0.0
CUST005339,Neha Singh,2,0.0
CUST005340,Sneha Sharma,2,0.0
CUST005403,Kavya Mishra,2,0.0
CUST005435,Aditya Sharma,2,0.0
CUST005490,Vikram Singh,2,0.0
CUST005499,Aditya Rao,2,0.0
CUST005604,Arjun Joshi,2,0.0
CUST005607,Vikram Singh,2,0.0
CUST005630,Arjun Kapoor,2,0.0
CUST005637,Neha Mehta,2,0.0
CUST005666,Arjun Reddy,2,0.0
CUST005737,Meera Kumar,2,0.0
CUST005744,Amit Das,2,0.0
CUST005752,Amit Iyer,2,0.0
CUST005783,Kavya Sharma,2,0.0
CUST005799,Kavya Joshi,2,0.0
CUST005817,Neha Sharma,2,0.0
CUST005831,Vikram Joshi,2,0.0
CUST005837,Pooja Sharma,2,0.0
CUST005873,Karan Mehta,2,0.0
CUST005912,Rahul Joshi,2,0.0
CUST005955,Arjun Mehta,2,0.0
CUST005967,Meera Nair,2,0.0
CUST005968,Kavya Das,2,0.0
CUST005995,Priya Mishra,2,0.0
CUST006040,Meera Nair,2,0.0
CUST006062,Arjun Mehta,2,0.0
CUST006119,Meera Kumar,2,0.0
CUST006183,Aditya Rao,2,0.0
CUST006207,Nikhil Sharma,2,0.0
CUST006224,Sneha Rao,2,0.0
CUST006230,Neha Reddy,2,0.0
CUST006231,Ananya Mishra,2,0.0
CUST006258,Meera Kumar,2,0.0
CUST006314,Vikram Gupta,2,0.0
CUST006339,Kavya Reddy,2,0.0
CUST006351,Sneha Mishra,2,0.0
CUST006355,Ananya Nair,2,0.0
CUST006385,Ananya Sharma,2,0.0
CUST006402,Sneha Kapoor,2,0.0
CUST006423,Nikhil Singh,2,0.0
CUST006448,Pooja Rao,2,0.0
CUST006487,Priya Singh,2,0.0
CUST006503,Ananya Joshi,2,0.0
CUST006505,Priya Kumar,2,0.0
CUST006551,Meera Reddy,2,0.0
CUST006558,Rohan Patel,2,0.0
CUST006575,Amit Patel,2,0.0
CUST006599,Aditya Mishra,2,0.0
CUST006609,Meera Kapoor,2,0.0
CUST006650,Ananya Kapoor,2,0.0
CUST006704,Ananya Singh,2,0.0
CUST006749,Meera Gupta,2,0.0
CUST006850,Sneha Mehta,2,0.0
CUST006868,Ananya Kapoor,2,0.0
CUST006923,Aditya Kumar,2,0.0
CUST006966,Karan Gupta,2,0.0
CUST006983,Kavya Reddy,2,0.0
CUST007026,Rohan Iyer,2,0.0
CUST007033,Meera Iyer,2,0.0
CUST007038,Aditya Gupta,2,0.0
CUST007050,Aditya Rao,2,0.0
CUST007099,Pooja Reddy,2,0.0
CUST007146,Ananya Rao,2,0.0
CUST007211,Vikram Iyer,2,0.0
CUST007224,Vikram Mishra,2,0.0
CUST007227,Vikram Joshi,2,0.0
CUST007244,Karan Gupta,2,0.0
CUST007250,Arjun Verma,2,0.0
CUST007282,Amit Rao,2,0.0
CUST007306,Neha Singh,2,0.0
CUST007353,Karan Sharma,2,0.0
CUST007357,Aditya Das,2,0.0
CUST007370,Sneha Kapoor,2,0.0
CUST007394,Sneha Iyer,2,0.0
CUST007542,Rohan Mishra,2,0.0
CUST007589,Neha Joshi,2,0.0
CUST007666,Aditya Das,2,0.0
CUST007675,Priya Verma,2,0.0
CUST007681,Ananya Verma,2,0.0
CUST007703,Amit Nair,2,0.0
CUST007728,Priya Joshi,2,0.0
CUST007755,Kavya Kumar,2,0.0
CUST007767,Vikram Joshi,2,0.0
CUST007782,Aditya Joshi,2,0.0
CUST007786,Arjun Nair,2,0.0
CUST007796,Kavya Das,2,0.0
CUST007813,Arjun Das,2,0.0
CUST007859,Aditya Mishra,2,0.0
CUST007861,Ananya Iyer,2,0.0
CUST007878,Neha Gupta,2,0.0
CUST007909,Karan Mishra,2,0.0
CUST007971,Rahul Kumar,2,0.0
